orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
D-312,all,13,9,1157,1275,38,43191,0,0,0,0,0,D,2,Endothelial progenitor cell,32,8,2,2,2_1,Capillary
D-314,all,38,18,1267,1697,29,52757,0,0,0,0,0,D,16,Arterial endothelial cell,42,18,2,2,2_1,Capillary
D-315,all,11,9,1196,1455,16,14090,0,0,0,0,0,D,4,Alveolar type 2 cell,31,9,8,8,8_1,AlveolarMac
D-316,all,23,17,1061,970,32,40039,0,0,0,0,0,D,9,Vascular smooth muscle cell,40,17,2,2,2_4,Artery
D-317,all,32,13,669,928,36,35824,0,0,0,0,0,D,20,Alveolar type 2 cell,44,13,1,1,1_3,AT2
D-318,all,30,20,1577,232,36,43254,0,0,0,0,0,D,5,Sox9+/Id2+ epithelial cell,39,20,1,1,1_3,AT2
D-319,all,28,20,635,1350,22,62341,0,0,0,0,0,D,7,Venous endothelial cell,40,20,8,8,8_3,InterstitialMac
D-322,all,11,8,1514,1691,30,39653,0,0,0,0,0,D,5,Alveolar type 1 cell,31,8,6,6,6,AT1
D-326,all,19,14,74,682,16,56290,0,0,0,0,0,D,4,Alveolar type 2 cell,36,14,7,7,7_2,PatrolMac
D-332,all,40,14,1237,1225,19,77844,0,0,0,0,0,D,27,Secondary crest myofibroblast,46,15,3,3,3_1,SMC
D-333,all,8,7,1159,1180,8,20660,0,0,0,0,0,D,4,Inflammatory monocyte,22,9,1,1,1_4_1,AlveolarFib
D-335,all,88,37,430,1022,21,96639,0,0,0,0,0,D,47,Arterial endothelial cell,60,37,5,5,5_1,Pericyte
D-337,all,41,22,1477,4,22,75108,0,0,0,0,0,D,6,Alveolar fibroblast 1,43,22,2,2,2_6,pDC
D-342,all,23,17,1397,167,10,37059,0,0,0,0,0,D,5,Interstitial macrophage,41,17,8,8,8_3,InterstitialMac
D-343,all,32,14,1816,1586,18,69970,0,0,0,0,0,D,14,Alveolar fibroblast 1,44,15,3,3,3_5,SMC
D-344,all,14,11,1871,1,13,42313,0,0,0,0,0,D,5,T regulatory cell,31,12,2,2,2_5,DC
D-345,all,74,20,776,192,15,86276,0,0,0,0,0,D,55,AT1/AT2,52,20,1,1,1_3,AT2
D-346,all,28,15,647,1547,34,66025,0,0,0,0,0,D,11,Alveolar fibroblast 1,39,15,2,2,2_4,Artery
D-347,all,37,22,950,1174,30,96460,0,0,0,0,0,D,5,Endothelial progenitor cell,43,21,2,2,2_1,Capillary
D-348,all,17,11,1050,302,7,29076,0,0,0,0,0,D,8,Ciliated cell,37,11,6,6,6,AT1
D-349,all,6,6,1834,1199,21,15343,0,0,0,0,0,D,3,Pericyte,22,8,5,5,5_1,Pericyte
D-352,all,13,12,978,253,23,64931,0,0,0,0,0,D,3,Alveolar type 1 cell,29,12,6,6,6,AT1
D-353,all,57,34,882,1433,21,98176,0,0,0,0,0,D,6,Ciliated cell,56,34,7,7,7_3,Tcell (CD8)
D-355,all,15,13,710,241,35,60736,0,0,0,0,0,D,5,Alveolar fibroblast 1,32,15,2,2,2_5,DC
D-356,all,10,7,261,545,35,22902,0,0,0,0,0,D,5,Alveolar type 2 cell,31,7,1,1,1_1,AT2
D-357,all,79,36,411,46,20,81801,0,0,0,0,0,D,11,Alveolar type 1 cell,59,36,6,6,6,AT1
D-358,all,25,13,1490,62,33,41775,0,0,0,0,0,D,14,Alveolar type 2 cell,47,13,2,2,2_6,pDC
D-359,all,38,27,1027,941,21,76440,0,0,0,0,0,D,10,Venous endothelial cell,45,28,2,2,2_5,DC
D-361,all,52,25,796,1795,19,58697,0,0,0,0,0,D,14,Alveolar type 1 cell,51,25,6,6,6,AT1
D-364,all,29,16,1627,1586,32,87012,0,0,0,0,0,D,3,Capillary 2 cell,41,16,2,2,2_1,Capillary
D-365,all,34,11,896,831,19,37451,0,0,0,0,0,D,24,Inflammatory monocyte,43,13,2,2,2_5,DC
D-368,all,75,30,191,924,24,79975,0,0,0,0,0,D,26,Inflammatory monocyte,57,30,6,6,6,AT1
D-369,all,28,13,443,1052,7,34680,0,0,0,0,0,D,12,Sox9+/Id2+ epithelial cell,43,13,1,1,1_3,AT2
D-370,all,12,9,1672,1124,28,23949,0,0,0,0,0,D,2,Alveolar fibroblast 1,32,10,3,3,3_1,SMC
D-371,all,40,15,1826,1737,32,115051,0,0,0,0,0,D,7,B cell,45,15,6,6,6,AT1
D-372,all,124,34,140,386,25,95298,160,0,160,0,1,D,27,Alveolar type 1 cell,44,12,6,6,6,AT1
D-374,all,24,13,231,1681,23,66483,0,0,0,0,0,D,3,Capillary 1 cell,45,13,2,2,2_1,Capillary
D-375,all,28,16,1249,1819,24,53054,0,0,0,0,0,D,7,Innate lymphoid cell,38,17,3,3,3_1,SMC
D-378,all,24,17,1243,1870,13,42759,0,0,0,0,0,D,11,Vascular smooth muscle cell,40,18,3,3,3_2,SMC
D-379,all,33,20,108,961,16,76606,0,0,0,0,0,D,3,Alveolar type 1 cell,43,20,6,6,6,AT1
D-380,all,12,9,1013,288,6,32308,0,0,0,0,0,D,6,Pericyte,30,9,3,3,3_4,AdventitialFib
D-382,all,16,12,1222,332,38,32229,0,0,0,0,0,D,4,Natural killer cell,35,13,2,2,2_5,DC
D-383,all,45,24,1593,555,10,55958,0,0,0,0,0,D,16,Sox9+/Id2+ epithelial cell,45,24,2,2,2_3,Vein
D-385,all,12,9,110,828,23,27275,0,0,0,0,0,D,4,B cell,29,9,9,9,9,Bcell
D-387,all,26,17,1098,987,37,31852,0,0,0,0,0,D,2,Capillary 1 cell,39,17,2,2,2_1,Capillary
D-388,all,32,19,283,929,17,73874,0,0,0,0,0,D,3,Arterial endothelial cell,44,20,2,2,2_4,Artery
D-389,all,13,5,304,449,35,26334,0,0,0,0,0,D,4,Inflammatory monocyte,37,7,2,2,2_5,DC
D-392,all,107,29,147,1870,19,118221,0,0,0,0,0,D,79,Alveolar type 2 cell,54,21,1,1,1_3,AT2
D-393,all,27,16,1744,1438,9,45990,0,0,0,0,0,D,2,Capillary 2 cell,41,16,2,2,2_1,Capillary
D-394,all,36,25,1047,117,18,85745,0,0,0,0,0,D,2,Capillary 1 cell,41,25,2,2,2_1,Capillary
D-396,all,20,15,1109,1079,29,39544,0,0,0,0,0,D,10,Interstitial macrophage,40,15,8,8,8_3,InterstitialMac
D-397,all,25,16,772,1814,21,40512,0,0,0,0,0,D,4,Sox9+/Id2+ epithelial cell,46,16,2,2,2_1,Capillary
D-398,all,12,5,1722,1,7,13085,0,0,0,0,0,D,3,Alveolar type 1 cell,32,5,6,6,6,AT1
D-399,all,37,13,1157,1063,23,62294,0,0,0,0,0,D,26,Pericyte,44,13,5,5,5_3,Pericyte
D-401,all,33,21,1610,500,21,84732,0,0,0,0,0,D,6,Alveolar fibroblast 1,43,23,2,2,2_5,DC
D-402,all,47,17,269,456,30,70723,0,0,0,0,0,D,25,Capillary 2 cell,47,16,2,2,2_1,Capillary
D-403,all,18,15,1204,1792,34,16712,0,0,0,0,0,D,6,Arterial endothelial cell,34,15,2,2,2_4,Artery
D-404,all,62,26,1243,1738,27,45476,0,0,0,0,0,D,29,Alveolar type 2 cell,52,26,1,1,1_3,AT2
D-409,all,35,20,1795,1224,19,78178,0,0,0,0,0,D,5,Pericyte,42,20,2,2,2_3,Vein
D-410,all,12,6,915,822,28,34202,0,0,0,0,0,D,9,Ciliated cell,33,8,2,2,2_5,DC
D-417,all,24,18,488,520,17,74946,0,0,0,0,0,D,2,Endothelial progenitor cell,41,19,2,2,2_1,Capillary
D-427,all,16,11,775,291,18,48740,0,0,0,0,0,D,5,Proliferative mesenchymal progenitor cell,34,11,6,6,6,AT1
D-430,all,49,18,1217,2330,24,51029,0,0,0,0,0,D,11,Secondary crest myofibroblast,47,17,2,2,2_1,Capillary
D-431,all,44,23,1903,3464,16,89794,0,0,0,0,0,D,10,Alveolar macrophage,44,23,8,8,8_1,AlveolarMac
D-432,all,45,24,1935,3793,18,73115,0,0,0,0,0,D,2,Natural killer cell,45,24,7,7,7_3,Tcell (CD8)
D-433,all,17,10,1631,3401,18,57004,0,0,0,0,0,D,7,Alveolar type 2 cell,38,10,1,1,1_1,AT2
D-434,all,109,19,1226,2093,21,74335,0,0,0,0,0,D,94,Ciliated cell,40,19,4,4,4_2,CiliatedEpi
D-435,all,46,22,873,1991,24,70989,0,0,0,0,0,D,22,Alveolar fibroblast 1,47,23,1,1,1_5_1,LymphaticEndo
D-436,all,66,37,935,1997,30,81738,0,0,0,0,0,D,11,Arterial endothelial cell,58,37,2,2,2_4,Artery
D-437,all,73,18,1502,3204,27,60317,0,0,0,0,0,D,57,Alveolar type 2 cell,51,18,4,4,4_1_2,ClubEpi
D-438,all,66,25,474,2450,24,91062,0,0,0,0,0,D,13,Alveolar macrophage,54,25,8,8,8_1,AlveolarMac
D-439,all,43,19,101,1994,28,79226,0,0,0,0,0,D,14,Pericyte,44,19,5,5,5_1,Pericyte
D-441,all,49,28,715,2549,9,65256,0,0,0,0,0,D,7,Venous endothelial cell,49,28,3,3,3_4,AdventitialFib
D-442,all,26,14,690,2859,26,72166,0,0,0,0,0,D,9,B cell,45,14,9,9,9,Bcell
D-443,all,44,32,231,2295,15,57081,0,0,0,0,0,D,10,CD8+ T cell,44,32,7,7,7_2,PatrolMac
D-444,all,35,24,378,3515,29,66773,0,0,0,0,0,D,5,Capillary 1 cell,41,23,2,2,2_1,Capillary
D-445,all,79,44,844,3596,27,85811,0,0,0,0,0,D,13,Ciliated cell,60,44,3,3,3_4,AdventitialFib
D-447,all,16,13,306,3472,38,31800,0,0,0,0,0,D,2,B cell,34,13,9,9,9,Bcell
D-449,all,51,33,308,2452,25,80270,0,0,0,0,0,D,6,Chondrocyte,51,34,2,2,2_1,Capillary
D-450,all,59,33,611,2766,16,70017,0,0,0,0,0,D,12,Alveolar fibroblast 1,55,33,3,3,3_4,AdventitialFib
D-451,all,89,39,1176,3527,28,104391,0,0,0,0,0,D,29,Pericyte,57,39,5,5,5_3,Pericyte
D-454,all,21,13,938,2149,27,74243,50,0,50,0,1,D,10,Pericyte,38,13,5,5,5_1,Pericyte
D-457,all,48,32,1444,3184,27,78229,0,0,0,0,0,D,15,CD8+ T cell,49,33,3,3,3_1,SMC
D-458,all,71,40,607,3444,12,56832,54,0,54,0,1,D,9,B cell,54,40,9,9,9,Bcell
D-459,all,26,17,385,2451,40,29127,0,0,0,0,0,D,2,B cell,46,17,9,9,9,Bcell
D-461,all,28,20,693,2396,33,63633,0,0,0,0,0,D,4,Alveolar type 1 cell,45,19,2,2,2_1,Capillary
D-462,all,36,21,1290,2026,20,68326,0,0,0,0,0,D,13,Arterial endothelial cell,40,22,2,2,2_4,Artery
D-464,all,31,20,274,2362,14,50737,0,0,0,0,0,D,2,Endothelial progenitor cell,38,20,2,2,2_1,Capillary
D-466,all,38,15,1600,3284,19,89191,0,0,0,0,0,D,23,Secretory cell,43,15,4,4,4_1_2,ClubEpi
D-469,all,29,16,1593,2126,12,67484,0,0,0,0,0,D,3,Capillary 1 cell,41,18,2,2,2_1,Capillary
D-470,all,59,30,1043,3576,20,89893,0,0,0,0,0,D,11,Capillary 1 cell,56,31,3,3,3_1,SMC
D-471,all,25,17,913,3473,14,34587,0,0,0,0,0,D,8,Alveolar type 2 cell,46,17,8,8,8_1,AlveolarMac
D-472,all,29,18,690,2808,25,68309,0,0,0,0,0,D,4,Alveolar macrophage,40,18,8,8,8_2,InterstitialMac
D-473,all,52,20,1600,3421,28,70928,0,0,0,0,0,D,34,Alveolar type 2 cell,52,22,2,2,2_3,Vein
D-475,all,99,33,938,2207,29,87142,0,0,0,0,0,D,51,Alveolar type 2 cell,59,30,2,2,2_2,InflamMac
D-476,all,25,18,950,3512,25,54636,0,0,0,0,0,D,2,Alveolar fibroblast 1,43,18,5,5,5_3,Pericyte
D-477,all,32,8,144,2430,35,42896,0,0,0,0,0,D,25,Sox9+/Id2+ epithelial cell,45,8,1,1,1_1,AT2
D-478,all,15,7,1238,2280,10,29292,0,0,0,0,0,D,7,Pericyte,32,7,5,5,5_1,Pericyte
D-479,all,24,14,493,3666,32,45675,0,0,0,0,0,D,3,Alveolar type 1 cell,43,14,6,6,6,AT1
D-480,all,8,5,971,3596,35,19669,0,0,0,0,0,D,3,Alveolar fibroblast 1,26,6,2,2,2_6,pDC
D-481,all,34,21,66,2149,31,55125,0,0,0,0,0,D,4,Capillary 1 cell,41,20,2,2,2_1,Capillary
D-482,all,59,24,87,2545,15,76877,0,0,0,0,0,D,27,Alveolar fibroblast 1,53,24,1,1,1_5_1,LymphaticEndo
D-485,all,123,13,857,2939,19,63665,0,0,0,0,0,D,116,Alveolar type 2 cell,51,8,1,1,1_1,AT2
D-487,all,42,21,1281,2181,36,33913,0,0,0,0,0,D,8,Alveolar type 1 cell,44,21,6,6,6,AT1
D-488,all,76,44,446,3657,31,98353,0,0,0,0,0,D,17,Arterial endothelial cell,60,44,7,7,7_3,Tcell (CD8)
D-489,all,19,13,378,2193,27,56164,0,0,0,0,0,D,5,Innate lymphoid cell,39,14,1,1,1_4_3,AlveolarFib
D-491,all,30,15,1683,3666,23,51510,0,0,0,0,0,D,4,Neutrophil,41,15,3,3,3_3,AdventitialFib
D-492,all,11,8,1322,3349,13,27391,0,0,0,0,0,D,2,Sox9+/Id2+ epithelial cell,29,9,2,2,2_2,InflamMac
D-494,all,54,28,1620,3470,23,120525,0,0,0,0,0,D,15,Alveolar type 2 cell,53,30,2,2,2_5,DC
D-495,all,43,21,900,1951,27,78880,0,0,0,0,0,D,15,Vascular smooth muscle cell,44,21,3,3,3_6,SCMF
D-496,all,100,36,510,3615,28,63945,0,0,0,0,0,D,18,Alveolar type 1 cell,57,31,6,6,6,AT1
D-498,all,56,19,1535,2026,30,48741,0,0,0,0,0,D,23,Alveolar type 1 cell,52,19,6,6,6,AT1
D-501,all,30,13,1383,3556,10,28740,0,0,0,0,0,D,12,Alveolar type 1 cell,40,13,6,6,6,AT1
D-503,all,41,20,1437,3711,16,67524,59,59,0,1,0,D,12,Secondary crest myofibroblast,43,20,5,5,5_3,Pericyte
D-504,all,65,36,528,3542,34,75129,0,0,0,0,0,D,13,Alveolar fibroblast 1,58,36,2,2,2_1,Capillary
D-508,all,37,24,1447,2003,35,64484,0,0,0,0,0,D,17,Pericyte,40,24,5,5,5_1,Pericyte
D-510,all,57,30,1334,2315,30,64591,0,0,0,0,0,D,28,Alveolar type 2 cell,54,30,5,5,5_3,Pericyte
D-511,all,25,12,1822,3141,16,60230,0,0,0,0,0,D,2,Ciliated cell,42,12,1,1,1_5_2,AlveolarFib
D-512,all,37,27,1138,2081,33,68927,0,0,0,0,0,D,13,Vascular smooth muscle cell,40,27,3,3,3_5,SMC
D-514,all,9,5,1419,3461,6,13922,0,0,0,0,0,D,4,Alveolar macrophage,28,6,1,1,1_4_3,AlveolarFib
D-515,all,20,12,590,2467,10,31454,0,0,0,0,0,D,7,Capillary 2 cell,38,12,5,5,5_3,Pericyte
D-516,all,79,38,85,2245,23,82788,0,0,0,0,0,D,20,Alveolar type 1 cell,58,38,6,6,6,AT1
D-517,all,92,27,957,3062,28,83669,0,0,0,0,0,D,64,Alveolar type 2 cell,58,26,8,8,8_2,InterstitialMac
D-518,all,74,46,311,3365,23,86682,0,0,0,0,0,D,9,Alveolar type 1 cell,58,46,6,6,6,AT1
D-519,all,21,13,1754,3567,21,65515,0,0,0,0,0,D,4,Alveolar fibroblast 1,37,14,1,1,1_5_2,AlveolarFib
D-520,all,10,6,431,2286,10,13136,0,0,0,0,0,D,6,Sox9+/Id2+ epithelial cell,30,8,2,2,2_1,Capillary
D-521,all,43,21,867,2311,25,80160,0,0,0,0,0,D,14,Pericyte,45,21,5,5,5_1,Pericyte
D-522,all,28,14,1314,2221,36,33613,0,0,0,0,0,D,8,Alveolar macrophage,41,15,3,3,3_5,SMC
D-523,all,52,33,163,2140,33,51416,0,0,0,0,0,D,20,Pericyte,51,33,5,5,5_1,Pericyte
D-526,all,92,35,948,2047,19,98272,0,0,0,0,0,D,20,Alveolar fibroblast 1,62,35,2,2,2_4,Artery
D-527,all,71,14,1181,2331,10,37773,0,0,0,0,0,D,58,Alveolar type 2 cell,52,14,1,1,1_1,AT2
D-528,all,62,27,893,2112,13,67414,0,0,0,0,0,D,7,Arterial endothelial cell,55,27,2,2,2_1,Capillary
D-529,all,21,18,917,3546,22,38646,0,0,0,0,0,D,4,Alveolar fibroblast 1,45,19,3,3,3_1,SMC
D-531,all,49,25,1263,2030,19,65428,0,0,0,0,0,D,15,Interstitial macrophage,49,25,8,8,8_3,InterstitialMac
D-533,all,14,11,1815,3589,36,30827,0,0,0,0,0,D,3,Inflammatory monocyte,33,13,2,2,2_5,DC
D-534,all,12,9,1347,2197,37,20358,0,0,0,0,0,D,6,Interstitial macrophage,26,9,8,8,8_3,InterstitialMac
D-536,all,48,28,84,2374,27,105907,55,0,55,0,1,D,12,Arterial endothelial cell,43,28,2,2,2_1,Capillary
D-537,all,9,7,1370,2174,39,14976,0,0,0,0,0,D,4,Sox9+/Id2+ epithelial cell,17,8,3,3,3_6,SCMF
D-542,all,25,15,1929,3755,31,45846,0,0,0,0,0,D,3,Alveolar fibroblast 1,44,15,2,2,2_3,Vein
D-544,all,28,19,1397,3368,7,32343,0,0,0,0,0,D,5,Interstitial macrophage,38,19,8,8,8_1,AlveolarMac
D-545,all,17,12,310,3405,35,27231,0,0,0,0,0,D,6,Alveolar fibroblast 1,43,13,2,2,2_4,Artery
D-546,all,21,14,1518,3303,20,53622,0,0,0,0,0,D,7,B cell,41,15,3,3,3_5,SMC
D-547,all,21,20,1102,2185,24,43660,0,0,0,0,0,D,6,Alveolar fibroblast 1,41,20,2,2,2_4,Artery
D-549,all,29,19,1299,3500,23,64354,0,0,0,0,0,D,9,Arterial endothelial cell,41,20,2,2,2_4,Artery
D-550,all,30,20,11,2535,22,42995,0,0,0,0,0,D,3,Capillary 1 cell,42,20,2,2,2_1,Capillary
D-551,all,38,13,1596,3329,20,94347,0,0,0,0,0,D,30,Alveolar type 2 cell,45,13,1,1,1_3,AT2
D-552,all,26,10,1631,3145,33,25148,0,0,0,0,0,D,2,Alveolar type 1 cell,46,10,6,6,6,AT1
D-553,all,32,19,191,2310,14,64356,0,0,0,0,0,D,9,Alveolar fibroblast 1,43,20,1,1,1_5_1,LymphaticEndo
D-554,all,41,9,1335,2102,13,35109,0,0,0,0,0,D,35,Alveolar type 2 cell,45,9,1,1,1_1,AT2
D-555,all,6,3,1713,3132,13,13369,0,0,0,0,0,D,4,Alveolar type 1 cell,26,5,6,6,6,AT1
D-556,all,18,12,1509,3611,7,14151,0,0,0,0,0,D,5,Vascular smooth muscle cell,36,12,1,1,1_5_1,LymphaticEndo
D-557,all,120,37,889,3511,21,104779,0,0,0,0,0,D,72,Alveolar type 2 cell,41,12,3,3,3_4,AdventitialFib
D-558,all,11,9,1027,2121,12,43639,0,0,0,0,0,D,3,Proliferative mesenchymal progenitor cell,32,9,3,3,3_2,SMC
D-560,all,12,11,557,2588,36,23893,0,0,0,0,0,D,2,Alveolar fibroblast 1,33,12,1,1,1_4_1,AlveolarFib
D-561,all,127,21,1216,3422,29,64354,0,0,0,0,0,D,108,Alveolar type 2 cell,47,8,1,1,1_1,AT2
D-562,all,65,36,1214,2023,22,93827,0,0,0,0,0,D,10,Arterial endothelial cell,56,36,2,2,2_4,Artery
D-567,all,74,39,397,3437,18,106069,0,0,0,0,0,D,20,Alveolar macrophage,58,39,8,8,8_1,AlveolarMac
D-571,all,74,43,997,2066,21,118481,0,0,0,0,0,D,16,Arterial endothelial cell,56,43,2,2,2_4,Artery
D-572,all,156,15,1140,2179,18,61059,0,0,0,0,0,D,149,Secretory cell,55,4,4,4,4_2,ClubEpi
D-574,all,20,13,243,2254,17,41948,0,0,0,0,0,D,4,Inflammatory monocyte,38,15,2,2,2_5,DC
D-576,all,12,11,1722,3675,27,35255,0,0,0,0,0,D,2,Proliferative mesenchymal progenitor cell,31,12,3,3,3_1,SMC
D-577,all,35,18,1027,3198,20,61693,0,0,0,0,0,D,19,Alveolar type 2 cell,42,18,1,1,1_3,AT2
D-578,all,51,26,1794,3614,19,87405,0,0,0,0,0,D,5,Capillary 1 cell,49,26,2,2,2_1,Capillary
D-580,all,68,18,753,3642,22,56558,0,0,0,0,0,D,49,Alveolar type 2 cell,53,18,1,1,1_3,AT2
D-581,all,164,25,1485,3328,22,100541,0,0,0,0,0,D,150,Alveolar type 2 cell,48,6,1,1,1_1,AT2
D-582,all,87,19,1658,3626,31,79407,0,0,0,0,0,D,74,Alveolar type 2 cell,57,20,3,3,3_5,SMC
D-583,all,61,41,342,3587,28,90008,0,0,0,0,0,D,11,Alveolar type 2 cell,58,41,1,1,1_5_2,AlveolarFib
D-584,all,17,5,9,2295,37,13678,0,0,0,0,0,D,12,Sox9+/Id2+ epithelial cell,41,5,1,1,1_1,AT2
D-585,all,31,10,746,3669,30,29604,0,0,0,0,0,D,19,Sox9+/Id2+ epithelial cell,43,10,1,1,1_3,AT2
D-587,all,36,16,1569,3614,16,74900,0,0,0,0,0,D,4,Capillary 1 cell,44,16,2,2,2_3,Vein
D-588,all,24,11,1276,3380,10,34253,0,0,0,0,0,D,3,Proliferative mesenchymal progenitor cell,40,11,2,2,2_6,pDC
D-589,all,13,10,165,2377,15,22783,0,0,0,0,0,D,2,Inflammatory monocyte,32,11,2,2,2_2,InflamMac
D-590,all,69,24,1660,3171,31,53782,0,0,0,0,0,D,9,Pericyte,55,24,5,5,5_3,Pericyte
D-594,all,48,31,1027,3157,27,77183,0,0,0,0,0,D,6,Capillary 2 cell,47,30,2,2,2_1,Capillary
D-597,all,53,8,906,2252,38,28425,0,0,0,0,0,D,47,Alveolar type 2 cell,49,8,1,1,1_1,AT2
D-598,all,25,18,583,2372,13,54880,0,0,0,0,0,D,4,Capillary 1 cell,45,19,3,3,3_1,SMC
D-600,all,11,8,438,2310,10,22449,0,0,0,0,0,D,7,B cell,32,8,2,2,2_1,Capillary
D-601,all,25,18,989,2099,15,60829,0,0,0,0,0,D,13,Vascular smooth muscle cell,43,18,3,3,3_2,SMC
D-602,all,6,5,1003,2154,10,17981,0,0,0,0,0,D,2,Alveolar type 1 cell,27,6,6,6,6,AT1
D-603,all,38,22,1460,3237,17,66130,0,0,0,0,0,D,5,Secondary crest myofibroblast,43,23,3,3,3_1,SMC
D-604,all,61,37,609,3484,9,70331,163,0,163,0,1,D,22,Pericyte,55,37,5,5,5_1,Pericyte
D-605,all,54,9,630,3033,11,34882,0,0,0,0,0,D,46,Alveolar type 2 cell,50,9,1,1,1_1,AT2
D-606,all,25,8,1215,3535,39,14683,0,0,0,0,0,D,21,Alveolar type 2 cell,46,8,1,1,1_1,AT2
D-609,all,28,19,799,2941,24,69280,0,0,0,0,0,D,12,Secondary crest myofibroblast,40,19,5,5,5_1,Pericyte
D-610,all,75,40,1019,3292,30,97575,0,0,0,0,0,D,16,Alveolar fibroblast 1,57,40,1,1,1_4_1,AlveolarFib
D-611,all,45,17,854,3028,35,47768,0,0,0,0,0,D,10,Sox9+/Id2+ epithelial cell,46,17,6,6,6,AT1
D-615,all,54,13,64,2321,31,45010,0,0,0,0,0,D,37,Alveolar type 2 cell,51,13,1,1,1_3,AT2
D-616,all,47,25,1167,3355,23,93553,0,0,0,0,0,D,8,Venous endothelial cell,46,25,3,3,3_4,AdventitialFib
D-618,all,22,17,1385,3411,22,36075,0,0,0,0,0,D,9,Interstitial macrophage,38,17,1,1,1_5_1,LymphaticEndo
D-619,all,16,9,1246,3459,32,38761,0,0,0,0,0,D,9,Alveolar type 2 cell,37,9,1,1,1_1,AT2
D-621,all,114,37,285,3530,30,127207,0,0,0,0,0,D,59,Alveolar type 2 cell,48,21,2,2,2_1,Capillary
D-622,all,55,29,911,2933,13,56261,0,0,0,0,0,D,25,Arterial endothelial cell,54,30,3,3,3_1,SMC
D-623,all,116,61,900,3076,21,124175,0,0,0,0,0,D,38,Pericyte,42,28,5,5,5_1,Pericyte
D-624,all,14,9,5,2002,31,15748,0,0,0,0,0,D,4,Capillary 1 cell,33,9,2,2,2_1,Capillary
D-625,all,10,6,1494,3451,8,9878,0,0,0,0,0,D,2,Alveolar type 1 cell,34,6,9,9,9,Bcell
D-627,all,38,28,1733,3719,34,62357,0,0,0,0,0,D,2,Inflammatory monocyte,45,30,2,2,2_5,DC
D-628,all,21,4,1285,2119,4,6775,0,0,0,0,0,D,20,Secretory cell,37,4,4,4,4_2,ClubEpi
D-629,all,41,25,344,2472,32,58824,0,0,0,0,0,D,3,Capillary 1 cell,43,25,2,2,2_1,Capillary
D-630,all,120,18,1171,2138,24,86239,0,0,0,0,0,D,103,Ciliated cell,42,18,4,4,4_2,CiliatedEpi
D-634,all,40,29,1425,3402,29,69888,0,0,0,0,0,D,9,Arterial endothelial cell,40,29,2,2,2_4,Artery
D-635,all,9,4,168,2405,18,26006,0,0,0,0,0,D,9,CD4+ T cell,33,4,2,2,2_1,Capillary
D-637,all,69,38,789,3647,32,71141,330,0,330,0,1,D,27,AT1/AT2,55,39,2,2,2_2,InflamMac
D-638,all,52,31,429,2427,39,42633,0,0,0,0,0,D,4,Inflammatory monocyte,53,33,2,2,2_5,DC
D-640,all,13,4,739,3622,35,16620,0,0,0,0,0,D,9,Sox9+/Id2+ epithelial cell,37,4,1,1,1_1,AT2
D-641,all,40,20,703,2971,26,79595,0,0,0,0,0,D,10,Alveolar macrophage,43,20,5,5,5_1,Pericyte
D-642,all,25,18,1587,2036,27,56682,0,0,0,0,0,D,8,Capillary 1 cell,39,19,3,3,3_5,SMC
D-644,all,56,31,934,2374,19,75237,65,0,65,0,1,D,11,Sox9+/Id2+ epithelial cell,55,30,2,2,2_1,Capillary
D-647,all,39,22,949,3550,28,43101,0,0,0,0,0,D,6,Innate lymphoid cell,42,23,1,1,1_5_1,LymphaticEndo
D-650,all,57,35,1455,3593,25,88426,0,0,0,0,0,D,13,Alveolar fibroblast 1,55,35,2,2,2_4,Artery
D-656,all,32,19,12,2183,13,46121,0,0,0,0,0,D,6,Capillary 2 cell,38,19,2,2,2_1,Capillary
D-658,all,26,19,891,2029,36,41525,0,0,0,0,0,D,5,Capillary 1 cell,43,19,2,2,2_1,Capillary
D-659,all,21,16,569,2418,28,47193,0,0,0,0,0,D,7,Alveolar fibroblast 1,44,18,2,2,2_4,Artery
D-660,all,37,19,463,3613,29,49996,0,0,0,0,0,D,13,Pericyte,42,19,5,5,5_1,Pericyte
D-663,all,57,7,1506,3346,17,33425,0,0,0,0,0,D,55,Capillary 1 cell,50,7,1,1,1_1,AT2
D-664,all,11,8,584,2566,36,23788,0,0,0,0,0,D,2,B cell,26,8,9,9,9,Bcell
D-665,all,43,20,830,3056,37,36877,0,0,0,0,0,D,3,Alveolar type 1 cell,45,20,6,6,6,AT1
D-671,all,20,16,1425,3625,37,29256,0,0,0,0,0,D,4,Alveolar fibroblast 1,39,17,1,1,1_5_1,LymphaticEndo
D-672,all,21,17,610,2594,33,47294,0,0,0,0,0,D,6,CD4+ T cell,43,18,3,3,3_1,SMC
D-674,all,35,22,1448,3779,22,97640,0,0,0,0,0,D,5,Vascular smooth muscle cell,41,22,3,3,3_6,SCMF
D-677,all,28,17,968,2135,23,69016,0,0,0,0,0,D,6,Alveolar fibroblast 1,37,17,1,1,1_5_1,LymphaticEndo
D-680,all,18,10,51,2278,33,34759,0,0,0,0,0,D,4,Alveolar type 1 cell,40,10,6,6,6,AT1
D-683,all,13,7,1748,3128,24,42300,0,0,0,0,0,D,5,B cell,28,7,9,9,9,Bcell
