orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
G-1903,all,23,13,2775,2771,28,24112,0,0,0,0,0,G,3,Alveolar macrophage,43,14,1,1,1_4_1,AlveolarFib
G-1904,all,71,41,3695,2215,23,51464,0,0,0,0,0,G,16,Inflammatory monocyte,58,42,2,2,2_2,InflamMac
G-1905,all,164,61,3137,3666,19,75598,0,0,0,0,0,G,17,Arterial endothelial cell,48,34,3,3,3_2,SMC
G-1908,all,115,55,2435,2818,37,53587,0,0,0,0,0,G,21,Innate lymphoid cell,47,34,1,1,1_4_1,AlveolarFib
G-1909,all,67,38,2941,3605,36,35237,0,0,0,0,0,G,4,CD4+ T cell,60,40,2,2,2_5,DC
G-1911,all,226,43,2170,3206,27,65511,0,0,0,0,0,G,158,Ciliated cell,59,22,4,4,4_2,ClubEpi
G-1913,all,55,27,3681,3368,27,52009,0,0,0,0,0,G,3,Endothelial progenitor cell,53,28,1,1,1_6_2,Neutrophil
G-1915,all,110,49,3194,3782,22,85838,0,0,0,0,0,G,35,Alveolar type 1 cell,51,33,1,1,1_4_1,AlveolarFib
G-1916,all,31,19,2773,3721,38,16991,0,0,0,0,0,G,3,Mesothelial cell,38,19,3,3,3_3,AdventitialFib
G-1917,all,31,19,3549,3199,27,21241,6333,458,5880,0.07226254,0.9277375,G,6,Sox9+/Id2+ epithelial cell,39,19,5,5,5_3,Pericyte
G-1919,all,76,40,2969,2119,26,85308,0,0,0,0,0,G,24,Vascular smooth muscle cell,55,40,1,1,1_4_1,AlveolarFib
G-1921,all,153,60,2326,2700,31,83789,0,0,0,0,0,G,33,CD4+ T cell,45,30,1,1,1_5_1,LymphaticEndo
G-1922,all,147,54,3562,3101,25,74071,62746,589,58268,0.01000731,0.9899927,G,6,Inflammatory monocyte,50,31,7,7,7_2,PatrolMac
G-1923,all,393,91,2590,3607,28,89700,0,0,0,0,0,G,228,Secretory cell,46,15,4,4,4_2,ClubEpi
G-1925,all,115,47,2501,3183,24,72943,0,0,0,0,0,G,16,Alveolar macrophage,56,34,8,8,8_1,AlveolarMac
G-1926,all,48,21,3321,2193,9,78977,0,0,0,0,0,G,18,Inflammatory monocyte,48,21,1,1,1_5_4,pDC
G-1927,all,147,44,2747,2430,20,58190,0,0,0,0,0,G,60,Alveolar macrophage,52,21,1,1,1_2_3,Tcell (CD4)
G-1928,all,236,80,2348,2639,28,119605,0,0,0,0,0,G,31,Alveolar fibroblast 1,54,44,1,1,1_5_4,pDC
G-1930,all,14,5,2804,3721,36,12472,0,0,0,0,0,G,2,Proliferative mesenchymal progenitor cell,29,6,1,1,1_6_2,Neutrophil
G-1931,all,95,39,2684,3556,19,60582,0,0,0,0,0,G,5,Alveolar type 2 cell,63,39,3,3,3_3,AdventitialFib
G-1932,all,208,75,3332,3339,32,98422,0,0,0,0,0,G,25,Alveolar fibroblast 1,52,34,1,1,1_5_1,LymphaticEndo
G-1933,all,61,39,3577,3261,32,33784,52,0,52,0,1,G,6,Alveolar type 2 cell,59,40,1,1,1_4_1,AlveolarFib
G-1934,all,44,25,1981,2313,29,23592,0,0,0,0,0,G,2,Natural killer cell,45,25,5,5,5_3,Pericyte
G-1935,all,155,66,2341,2884,31,97345,0,0,0,0,0,G,24,Mesothelial cell,47,33,3,3,3_3,AdventitialFib
G-1936,all,121,61,3167,3582,18,102717,0,0,0,0,0,G,26,Pericyte,40,29,5,5,5_1,Pericyte
G-1941,all,232,81,3271,3605,25,136011,0,0,0,0,0,G,26,Alveolar fibroblast 1,50,36,2,2,2_2,InflamMac
G-1942,all,40,18,3620,1971,27,87504,0,0,0,0,0,G,3,Endothelial progenitor cell,44,19,1,1,1_6_2,Neutrophil
G-1944,all,60,25,2610,2445,37,27909,0,0,0,0,0,G,32,Alveolar type 2 cell,54,25,1,1,1_1,AT2
G-1946,all,106,41,2142,3244,30,58161,0,0,0,0,0,G,34,Inflammatory monocyte,59,41,4,4,4_1_2,CiliatedEpi
G-1950,all,106,37,1831,3415,35,32095,11833,10074,1759,0.8513479,0.1486521,G,35,Secretory cell,66,36,4,4,4_1_1,ClubEpi
G-1952,all,199,51,2499,3352,26,60665,0,0,0,0,0,G,96,Ciliated cell,52,30,4,4,4_1_2,CiliatedEpi
G-1953,all,46,23,2069,2975,37,42181,0,0,0,0,0,G,5,Mesothelial cell,46,23,3,3,3_3,AdventitialFib
G-1955,all,76,30,2846,3771,33,66509,0,0,0,0,0,G,13,Innate lymphoid cell,53,30,1,1,1_2_3,Tcell (CD4)
G-1957,all,30,14,2568,2443,34,27598,0,0,0,0,0,G,18,Alveolar fibroblast 1,42,14,3,3,3_4,AdventitialFib
G-1958,all,15,12,2782,2286,23,55178,0,0,0,0,0,G,3,AT1/AT2,32,13,1,1,1_4_1,AlveolarFib
G-1959,all,39,24,2420,2895,38,17471,0,0,0,0,0,G,9,Alveolar fibroblast 1,42,25,1,1,1_5_1,LymphaticEndo
G-1960,all,71,32,2400,3023,23,74025,0,0,0,0,0,G,2,Alveolar fibroblast 1,51,33,1,1,1_4_1,AlveolarFib
G-1963,all,46,18,2716,2399,29,54030,0,0,0,0,0,G,26,Innate lymphoid cell,46,18,1,1,1_2_3,Tcell (CD4)
G-1965,all,89,38,2206,2543,21,53320,0,0,0,0,0,G,12,Inflammatory monocyte,58,37,3,3,3_3,AdventitialFib
G-1968,all,19,10,2057,3139,33,13620,0,0,0,0,0,G,3,Mesothelial cell,36,10,3,3,3_3,AdventitialFib
G-1970,all,46,21,2566,3045,25,26365,0,0,0,0,0,G,14,Alveolar fibroblast 1,46,21,1,1,1_5_2,AlveolarFib
G-1973,all,355,66,2700,3783,25,114713,0,0,0,0,0,G,238,Capillary 1 cell,48,31,4,4,4_2,CiliatedEpi
G-1974,all,90,45,3753,3358,25,55656,0,0,0,0,0,G,5,Alveolar type 1 cell,63,46,1,1,1_4_1,AlveolarFib
G-1975,all,16,7,2522,3305,27,27888,0,0,0,0,0,G,10,Alveolar fibroblast 1,37,8,3,3,3_2,SMC
G-1976,all,255,81,3232,3543,22,134733,0,0,0,0,0,G,69,Interstitial macrophage,49,34,1,1,1_4_1,AlveolarFib
G-1977,all,42,24,3167,3495,8,38349,0,0,0,0,0,G,7,Innate lymphoid cell,42,24,1,1,1_4_1,AlveolarFib
G-1978,all,69,28,3688,1962,22,83669,0,0,0,0,0,G,4,B cell,56,28,9,9,9,Bcell
G-1979,all,41,25,2489,3284,28,55515,0,0,0,0,0,G,24,Airway smooth muscle cell,43,25,3,3,3_2,SMC
G-1980,all,48,22,2279,3311,38,20456,0,0,0,0,0,G,29,Ciliated cell,43,19,4,4,4_2,CiliatedEpi
G-1981,all,14,12,2880,3800,42,13268,0,0,0,0,0,G,3,Alveolar fibroblast 1,29,12,3,3,3_4,AdventitialFib
G-1982,all,156,66,2454,2917,34,83530,0,0,0,0,0,G,31,Alveolar fibroblast 1,51,35,1,1,1_5_1,LymphaticEndo
G-1984,all,369,58,2376,3304,25,89650,0,0,0,0,0,G,290,Ciliated cell,52,9,4,4,4_2,ClubEpi
G-1985,all,133,29,2163,3322,37,28082,0,0,0,0,0,G,98,Secretory cell,52,13,4,4,4_2,ClubEpi
G-1987,all,47,28,3561,2182,33,33785,0,0,0,0,0,G,9,AT1/AT2,47,28,1,1,1_5_2,AlveolarFib
G-1990,all,75,40,2731,3068,34,34098,0,0,0,0,0,G,7,Alveolar type 1 cell,60,41,1,1,1_4_1,AlveolarFib
G-1992,all,233,61,2430,3375,33,65057,0,0,0,0,0,G,154,B cell,52,37,4,4,4_2,CiliatedEpi
G-1994,all,162,64,1990,2863,31,118127,0,0,0,0,0,G,30,Alveolar fibroblast 2,50,34,3,3,3_3,AdventitialFib
G-1995,all,47,30,3004,3587,13,26076,0,0,0,0,0,G,7,CD4+ T cell,47,30,1,1,1_2_1,Tcell (CD4)
G-1996,all,140,61,2119,3094,20,107836,0,0,0,0,0,G,26,Alveolar fibroblast 1,49,36,3,3,3_3,AdventitialFib
G-1997,all,32,14,3688,3806,7,17689,0,0,0,0,0,G,2,CD4+ T cell,39,14,1,1,1_2_1,Tcell (CD4)
G-1998,all,116,45,3641,2172,23,52550,0,0,0,0,0,G,17,Alveolar type 2 cell,51,27,1,1,1_5_1,LymphaticEndo
G-1999,all,61,21,2824,2277,31,88181,575942,402377,173565,0.6986415,0.3013585,G,7,Alveolar fibroblast 2,54,21,3,3,3_3,AdventitialFib
G-2000,all,46,22,2236,2754,11,16936,0,0,0,0,0,G,15,Interstitial macrophage,46,22,8,8,8_3,InterstitialMac
G-2003,all,60,31,2202,2483,24,35005,0,0,0,0,0,G,6,Alveolar fibroblast 1,57,32,2,2,2_4,Artery
G-2006,all,96,44,2034,2308,24,51176,0,0,0,0,0,G,11,Alveolar fibroblast 1,63,44,1,1,1_5_2,AlveolarFib
G-2007,all,171,56,2638,3148,26,107195,0,0,0,0,0,G,38,Alveolar fibroblast 1,50,31,3,3,3_4,AdventitialFib
G-2008,all,81,30,2740,3667,15,39719,0,0,0,0,0,G,8,Mesothelial cell,57,30,3,3,3_3,AdventitialFib
G-2010,all,38,19,2329,3131,34,27932,0,0,0,0,0,G,15,Interstitial macrophage,42,19,8,8,8_3,InterstitialMac
G-2013,all,84,36,2711,2445,21,41550,0,0,0,0,0,G,27,Ciliated cell,58,36,1,1,1_2_3,Tcell (CD4)
G-2014,all,16,10,2479,2020,20,21366,0,0,0,0,0,G,2,Natural killer cell,33,10,7,7,7_3,Tcell (CD8)
G-2015,all,62,32,3232,3592,19,34071,0,0,0,0,0,G,11,Alveolar fibroblast 1,54,33,2,2,2_4,Artery
G-2019,all,50,29,3083,3269,35,30148,0,0,0,0,0,G,2,B cell,50,29,9,9,9,Bcell
G-2022,all,63,33,3196,3543,29,38055,0,0,0,0,0,G,5,Alveolar fibroblast 1,57,34,2,2,2_4,Artery
G-2023,all,164,56,2082,2185,32,91055,0,0,0,0,0,G,25,Alveolar type 1 cell,45,23,6,6,6,AT1
G-2025,all,21,14,2262,3351,41,7384,0,0,0,0,0,G,10,Secretory cell,39,14,4,4,4_1_1,ClubEpi
G-2028,all,113,41,3120,3697,31,56056,0,0,0,0,0,G,44,Vascular smooth muscle cell,49,27,3,3,3_2,SMC
G-2031,all,38,20,2432,3037,30,26432,0,0,0,0,0,G,2,Mesothelial cell,43,20,3,3,3_3,AdventitialFib
G-2033,all,46,22,3046,3424,24,19130,0,0,0,0,0,G,5,B cell,47,23,1,1,1_4_1,AlveolarFib
G-2035,all,25,14,2781,3785,25,17292,0,0,0,0,0,G,6,Interstitial macrophage,42,14,8,8,8_3,InterstitialMac
G-2038,all,45,22,3254,2538,13,52406,0,0,0,0,0,G,14,Alveolar fibroblast 1,45,22,1,1,1_4_3,AlveolarFib
G-2042,all,82,36,2692,3596,17,47627,0,0,0,0,0,G,25,Alveolar fibroblast 2,60,36,3,3,3_3,AdventitialFib
G-2043,all,134,45,3030,3544,26,82941,0,0,0,0,0,G,70,Alveolar type 2 cell,44,20,1,1,1_1,AT2
G-2045,all,23,14,2871,2015,38,14604,0,0,0,0,0,G,9,CD8+ T cell,41,14,3,3,3_4,AdventitialFib
G-2046,all,144,25,1985,3305,17,30320,0,0,0,0,0,G,123,Ciliated cell,38,25,4,4,4_2,CiliatedEpi
G-2048,all,18,12,3203,3809,34,26307,0,0,0,0,0,G,9,Secondary crest myofibroblast,39,13,3,3,3_2,SMC
G-2049,all,107,41,2285,3257,28,54060,0,0,0,0,0,G,54,Arterial endothelial cell,61,39,4,4,4_1_2,CiliatedEpi
G-2050,all,46,23,3204,3408,33,25045,0,0,0,0,0,G,17,Alveolar type 2 cell,47,24,2,2,2_2,InflamMac
G-2052,all,16,10,2442,3415,41,6295,0,0,0,0,0,G,8,Capillary 1 cell,32,10,3,3,3_3,AdventitialFib
G-2056,all,244,50,1961,3283,23,80049,0,0,0,0,0,G,183,Alveolar fibroblast 1,54,14,4,4,4_2,ClubEpi
G-2071,all,16,10,2216,2976,39,16363,0,0,0,0,0,G,2,T regulatory cell,34,11,1,1,1_6_2,Neutrophil
G-2080,all,121,44,3100,4231,19,98638,0,0,0,0,0,G,20,Alveolar fibroblast 1,50,29,1,1,1_4_1,AlveolarFib
G-2081,all,152,50,3240,5184,20,83776,54,54,0,1,0,G,14,B cell,51,27,9,9,9,Bcell
G-2082,all,152,56,2290,5546,25,110393,51,0,51,0,1,G,6,CD4+ T cell,47,28,1,1,1_2_1,Tcell (CD4)
G-2083,all,224,67,3412,4923,16,86798,0,0,0,0,0,G,40,Alveolar macrophage,57,41,8,8,8_1,AlveolarMac
G-2084,all,101,47,2815,4636,28,54395,0,0,0,0,0,G,10,Vascular smooth muscle cell,61,43,1,1,1_5_2,AlveolarFib
G-2086,all,59,39,1968,4953,35,25398,0,0,0,0,0,G,13,Secretory cell,56,39,3,3,3_6,SCMF
G-2087,all,118,46,2161,5298,21,88112,0,0,0,0,0,G,10,CD4+ T cell,48,28,7,7,7_2,PatrolMac
G-2089,all,32,18,2877,5631,22,32575,0,0,0,0,0,G,4,Inflammatory monocyte,40,18,3,3,3_4,AdventitialFib
G-2091,all,156,60,2732,4365,36,33743,0,0,0,0,0,G,93,Alveolar fibroblast 2,48,21,4,4,4_2,ClubEpi
G-2092,all,142,63,2642,4665,30,77352,0,0,0,0,0,G,77,Ciliated cell,69,56,4,4,4_1_2,CiliatedEpi
G-2094,all,178,64,2336,4754,8,31140,0,0,0,0,0,G,95,Secretory cell,49,22,4,4,4_1_2,ClubEpi
G-2095,all,44,18,2823,4512,40,31037,0,0,0,0,0,G,9,Alveolar type 1 cell,47,18,1,1,1_2_3,Tcell (CD4)
G-2097,all,106,42,2865,5117,20,84466,0,0,0,0,0,G,20,Alveolar fibroblast 1,61,40,1,1,1_5_1,LymphaticEndo
G-2098,all,126,69,2130,4893,28,60637,0,0,0,0,0,G,40,Alveolar fibroblast 1,36,21,4,4,4_1_1,ClubEpi
G-2099,all,85,40,3280,4095,29,39324,0,0,0,0,0,G,30,Inflammatory monocyte,61,40,1,1,1_2_3,Tcell (CD4)
G-2102,all,444,139,2251,4817,24,102783,0,0,0,0,0,G,154,Alveolar fibroblast 1,42,27,4,4,4_1_2,ClubEpi
G-2103,all,330,97,2130,4830,13,60331,0,0,0,0,0,G,106,Secretory cell,46,26,4,4,4_1_1,ClubEpi
G-2104,all,55,24,2059,5268,38,28522,0,0,0,0,0,G,7,CD8+ T cell,53,24,6,6,6,AT1
G-2105,all,105,42,2730,4905,10,60022,0,0,0,0,0,G,13,Alveolar type 1 cell,58,35,1,1,1_2_3,Tcell (CD4)
G-2107,all,98,52,2032,5491,21,96743,0,0,0,0,0,G,15,Capillary 1 cell,61,46,3,3,3_5,SMC
G-2109,all,106,49,2654,4258,8,22523,0,0,0,0,0,G,33,Ciliated cell,61,39,4,4,4_1_1,ClubEpi
G-2110,all,43,18,1968,5537,8,24564,0,0,0,0,0,G,3,Sox9+/Id2+ epithelial cell,44,18,1,1,1_3,AT2
G-2111,all,22,13,2000,5628,9,23083,0,0,0,0,0,G,5,CD4+ T cell,40,14,1,1,1_4_1,AlveolarFib
G-2112,all,180,67,2982,4047,30,112536,0,0,0,0,0,G,18,Inflammatory monocyte,52,38,1,1,1_2_1,Tcell (CD4)
G-2113,all,48,26,2744,4437,38,37684,0,0,0,0,0,G,21,Ciliated cell,41,25,4,4,4_1_2,CiliatedEpi
G-2115,all,151,73,2253,4926,33,62119,0,0,0,0,0,G,56,Alveolar fibroblast 1,47,30,4,4,4_1_1,ClubEpi
G-2116,all,217,85,2212,4845,22,63336,0,0,0,0,0,G,106,Alveolar fibroblast 1,51,30,4,4,4_1_2,ClubEpi
G-2117,all,120,39,3569,4411,19,67732,0,0,0,0,0,G,29,Alveolar type 2 cell,48,26,3,3,3_4,AdventitialFib
G-2118,all,60,30,3060,4069,30,43166,0,0,0,0,0,G,8,Inflammatory monocyte,56,30,7,7,7_4,PatrolMac
G-2119,all,103,44,2571,5429,30,74652,0,0,0,0,0,G,21,Inflammatory monocyte,57,37,2,2,2_2,InflamMac
G-2121,all,301,94,2680,4347,20,74478,0,0,0,0,0,G,147,Ciliated cell,48,20,4,4,4_2,ClubEpi
G-2122,all,157,80,2657,4458,24,67209,0,0,0,0,0,G,47,Ciliated cell,40,26,4,4,4_1_1,ClubEpi
G-2123,all,62,31,3651,3822,15,51913,0,0,0,0,0,G,9,Alveolar macrophage,57,32,1,1,1_4_1,AlveolarFib
G-2124,all,33,22,2954,3895,25,38900,0,0,0,0,0,G,4,CD4+ T cell,41,23,3,3,3_5,SMC
G-2125,all,25,19,2785,4361,25,35927,0,0,0,0,0,G,8,CD4+ T cell,44,19,3,3,3_4,AdventitialFib
G-2126,all,253,101,2229,4879,33,58949,0,0,0,0,0,G,115,Ciliated cell,46,30,4,4,4_1_2,ClubEpi
G-2127,all,174,62,2053,5670,27,126400,0,0,0,0,0,G,22,B cell,56,36,9,9,9,Bcell
G-2128,all,65,31,2684,4719,37,25141,0,0,0,0,0,G,6,Alveolar fibroblast 1,55,31,3,3,3_4,AdventitialFib
G-2129,all,50,26,2843,5622,28,44532,0,0,0,0,0,G,12,Inflammatory monocyte,51,27,2,2,2_2,InflamMac
G-2130,all,68,31,3450,4020,22,46705,0,0,0,0,0,G,9,Inflammatory monocyte,55,31,1,1,1_2_1,Tcell (CD4)
G-2131,all,127,38,2862,4914,20,50311,0,0,0,0,0,G,13,Alveolar type 1 cell,47,23,6,6,6,AT1
G-2132,all,55,29,3185,4077,30,36666,0,0,0,0,0,G,2,Alveolar macrophage,55,30,1,1,1_4_1,AlveolarFib
G-2133,all,164,58,3304,4062,29,57509,0,0,0,0,0,G,16,Alveolar type 1 cell,50,32,3,3,3_5,SMC
G-2134,all,91,38,2575,5055,37,37472,0,0,0,0,0,G,5,AT1/AT2,60,39,1,1,1_4_1,AlveolarFib
G-2136,all,129,51,2568,4679,24,62413,0,0,0,0,0,G,77,Endothelial progenitor cell,48,26,4,4,4_2,ClubEpi
G-2137,all,88,43,2799,3902,21,64913,0,0,0,0,0,G,18,Inflammatory monocyte,62,43,3,3,3_4,AdventitialFib
G-2138,all,45,26,1952,5428,28,51596,0,0,0,0,0,G,5,Alveolar type 1 cell,45,26,1,1,1_2_3,Tcell (CD4)
G-2139,all,233,99,2331,4826,32,59623,0,0,0,0,0,G,111,Ciliated cell,47,39,4,4,4_1_2,CiliatedEpi
G-2141,all,402,115,2703,4310,27,87128,0,0,0,0,0,G,184,Ciliated cell,43,19,4,4,4_1_2,ClubEpi
G-2142,all,91,38,2957,5329,12,84034,108,108,0,1,0,G,14,CD8+ T cell,58,38,1,1,1_2_1,Tcell (CD4)
G-2143,all,41,15,3438,4787,13,30859,0,0,0,0,0,G,13,CD8+ T cell,45,16,3,3,3_5,SMC
G-2146,all,344,110,2697,4390,28,83690,0,0,0,0,0,G,156,Ciliated cell,46,27,4,4,4_1_2,ClubEpi
G-2150,all,56,30,2410,4905,35,33927,0,0,0,0,0,G,13,Inflammatory monocyte,55,30,5,5,5_3,Pericyte
G-2151,all,89,40,3190,4126,29,52861,0,0,0,0,0,G,11,Inflammatory monocyte,62,40,2,2,2_2,InflamMac
G-2153,all,213,58,2759,4673,21,103256,0,0,0,0,0,G,46,Mesothelial cell,58,34,3,3,3_3,AdventitialFib
G-2154,all,9,7,2664,4580,40,16326,0,0,0,0,0,G,3,Ciliated cell,26,8,4,4,4_1_3,CiliatedEpi
G-2157,all,153,57,3369,4659,31,88628,0,0,0,0,0,G,28,Vascular smooth muscle cell,52,32,5,5,5_3,Pericyte
G-2159,all,428,85,2726,4189,20,91816,0,0,0,0,0,G,264,Ciliated cell,55,44,4,4,4_2,CiliatedEpi
G-2165,all,82,39,2929,4517,37,44756,0,0,0,0,0,G,9,Sox9+/Id2+ epithelial cell,59,39,3,3,3_3,AdventitialFib
G-2166,all,33,14,2762,5161,4,11959,0,0,0,0,0,G,5,Alveolar macrophage,45,15,1,1,1_4_1,AlveolarFib
G-2167,all,45,22,2660,5024,18,47984,0,0,0,0,0,G,9,Alveolar fibroblast 1,45,22,1,1,1_5_2,AlveolarFib
G-2170,all,77,39,3453,3912,30,51722,0,0,0,0,0,G,11,Alveolar fibroblast 1,55,40,1,1,1_4_1,AlveolarFib
G-2171,all,90,45,2691,4635,38,43659,0,0,0,0,0,G,33,Ciliated cell,63,44,4,4,4_1_2,ClubEpi
G-2172,all,117,58,3403,3894,31,65831,0,0,0,0,0,G,27,Alveolar type 1 cell,42,30,3,3,3_2,SMC
G-2176,all,138,55,2706,5255,32,88865,0,0,0,0,0,G,27,Alveolar fibroblast 1,49,32,1,1,1_5_1,LymphaticEndo
G-2177,all,166,64,2736,4307,35,32518,0,0,0,0,0,G,96,Secretory cell,50,27,4,4,4_2,ClubEpi
G-2178,all,116,53,3351,4143,25,68756,0,0,0,0,0,G,16,Inflammatory monocyte,41,28,1,1,1_4_1,AlveolarFib
G-2179,all,39,19,3052,5293,35,23922,0,0,0,0,0,G,10,Alveolar type 2 cell,43,19,2,2,2_6,pDC
G-2181,all,439,113,2711,4139,24,95678,0,0,0,0,0,G,201,Ciliated cell,46,21,4,4,4_1_2,ClubEpi
G-2182,all,367,123,2615,4529,24,87079,0,0,0,0,0,G,128,Alveolar fibroblast 2,44,31,4,4,4_1_1,ClubEpi
G-2185,all,164,58,2680,5164,27,95371,50,50,0,1,0,G,14,Venous endothelial cell,52,34,1,1,1_4_1,AlveolarFib
G-2186,all,51,29,2777,4389,22,77992,0,0,0,0,0,G,21,Capillary 1 cell,51,29,4,4,4_1_2,ClubEpi
G-2187,all,86,42,2604,4801,22,59054,0,0,0,0,0,G,18,Alveolar fibroblast 1,61,42,1,1,1_5_1,LymphaticEndo
G-2188,all,88,36,2309,4986,22,71646,0,0,0,0,0,G,12,Inflammatory monocyte,59,36,1,1,1_5_2,AlveolarFib
G-2190,all,69,33,2769,4483,39,41238,0,0,0,0,0,G,26,Ciliated cell,56,33,4,4,4_1_2,ClubEpi
G-2191,all,124,56,2595,4643,37,33345,0,0,0,0,0,G,54,Secretory cell,41,21,4,4,4_1_2,ClubEpi
G-2192,all,62,33,3232,4170,20,54447,0,0,0,0,0,G,8,CD8+ T cell,54,33,1,1,1_2_3,Tcell (CD4)
G-2195,all,6,3,3477,4857,30,19012,0,0,0,0,0,G,5,Natural killer cell,23,5,1,1,1_6_2,Neutrophil
G-2196,all,206,59,2772,4627,24,99433,0,0,0,0,0,G,30,Inflammatory monocyte,59,37,2,2,2_5,DC
G-2198,all,24,13,2538,5566,22,82776,0,0,0,0,0,G,17,B cell,44,14,1,1,1_4_3,AlveolarFib
G-2200,all,168,64,2742,4108,21,58404,0,0,0,0,0,G,73,Secretory cell,52,31,4,4,4_1_2,ClubEpi
G-2201,all,187,57,2755,3947,27,39839,0,0,0,0,0,G,127,Secretory cell,50,16,4,4,4_2,ClubEpi
G-2202,all,117,42,2807,5044,25,90148,0,0,0,0,0,G,18,CD4+ T cell,51,29,7,7,7_2,PatrolMac
G-2203,all,256,64,3221,4618,10,98852,0,0,0,0,0,G,33,Inflammatory monocyte,47,26,3,3,3_5,SMC
G-2204,all,45,21,2793,5009,35,32180,0,0,0,0,0,G,8,CD4+ T cell,45,21,1,1,1_2_1,Tcell (CD4)
G-2205,all,434,122,2697,4431,25,114542,0,0,0,0,0,G,183,Ciliated cell,45,24,4,4,4_1_2,ClubEpi
G-2206,all,19,13,2790,5245,12,21963,0,0,0,0,0,G,4,Inflammatory monocyte,38,13,1,1,1_2_3,Tcell (CD4)
G-2207,all,86,38,2950,5142,26,74595,0,0,0,0,0,G,19,Inflammatory monocyte,59,38,8,8,8_1,AlveolarMac
G-2208,all,147,43,2707,4251,11,59070,0,0,0,0,0,G,77,Ciliated cell,62,42,4,4,4_2,CiliatedEpi
G-2209,all,97,51,2751,4232,28,39164,0,0,0,0,0,G,43,Secretory cell,68,46,4,4,4_1_2,ClubEpi
G-2210,all,76,32,2113,5343,18,61930,0,0,0,0,0,G,40,Pericyte,56,32,5,5,5_3,Pericyte
G-2211,all,38,19,2140,5406,38,34593,0,0,0,0,0,G,2,Sox9+/Id2+ epithelial cell,43,20,2,2,2_2,InflamMac
G-2212,all,107,48,3354,4182,22,52917,0,0,0,0,0,G,45,Proliferative mesenchymal progenitor cell,62,39,3,3,3_2,SMC
G-2214,all,65,33,3162,4713,21,47444,0,0,0,0,0,G,3,CD8+ T cell,57,34,2,2,2_2,InflamMac
G-2215,all,34,24,2741,4571,41,9090,0,0,0,0,0,G,16,Venous endothelial cell,39,24,3,3,3_4,AdventitialFib
G-2218,all,14,12,2550,4809,39,23761,0,0,0,0,0,G,7,Alveolar fibroblast 1,29,12,3,3,3_1,SMC
G-2219,all,137,56,2333,4870,35,47013,0,0,0,0,0,G,72,Alveolar fibroblast 1,42,18,4,4,4_2,ClubEpi
G-2222,all,55,32,2092,5091,39,35094,0,0,0,0,0,G,8,Alveolar type 1 cell,55,32,1,1,1_2_3,Tcell (CD4)
G-2223,all,139,36,3757,3833,12,55746,0,0,0,0,0,G,11,T regulatory cell,53,19,7,7,7_2,PatrolMac
G-2225,all,66,25,2740,4950,14,40380,0,0,0,0,0,G,10,Alveolar fibroblast 1,55,26,2,2,2_2,InflamMac
G-2226,all,249,103,2763,4153,21,96773,0,0,0,0,0,G,125,Ciliated cell,44,26,4,4,4_1_2,ClubEpi
G-2230,all,109,32,2818,5213,14,48808,0,0,0,0,0,G,23,Arterial endothelial cell,55,26,6,6,6,AT1
G-2231,all,98,46,3198,4728,26,49588,0,0,0,0,0,G,15,Alveolar macrophage,62,45,1,1,1_5_1,LymphaticEndo
G-2235,all,86,40,2343,4979,25,72813,0,0,0,0,0,G,18,Alveolar fibroblast 1,62,40,1,1,1_5_2,AlveolarFib
G-2237,all,63,33,1959,4874,12,18368,0,0,0,0,0,G,32,B cell,57,33,4,4,4_1_2,ClubEpi
G-2238,all,363,97,2700,3873,32,75580,0,0,0,0,0,G,178,Endothelial progenitor cell,48,31,4,4,4_1_1,CiliatedEpi
G-2239,all,30,16,2208,5497,39,26085,0,0,0,0,0,G,3,Secondary crest myofibroblast,41,17,3,3,3_5,SMC
G-2240,all,209,72,2105,4871,18,43758,0,0,0,0,0,G,85,Alveolar fibroblast 1,53,29,4,4,4_1_2,ClubEpi
G-2241,all,103,31,2763,3911,16,25279,0,0,0,0,0,G,67,B cell,51,30,4,4,4_2,CiliatedEpi
G-2243,all,50,21,3561,4451,11,45498,0,0,0,0,0,G,6,Proliferative mesenchymal progenitor cell,50,21,1,1,1_2_1,Tcell (CD4)
G-2245,all,31,12,2755,5268,38,22091,0,0,0,0,0,G,12,Inflammatory monocyte,42,13,2,2,2_2,InflamMac
G-2247,all,301,106,2666,4521,30,82144,0,0,0,0,0,G,152,Ciliated cell,43,23,4,4,4_1_2,ClubEpi
G-2248,all,37,21,2155,4956,36,13873,0,0,0,0,0,G,15,Capillary 1 cell,39,21,4,4,4_1_2,CiliatedEpi
G-2251,all,14,11,2751,5192,7,13545,0,0,0,0,0,G,6,CD8+ T cell,31,11,6,6,6,AT1
G-2252,all,78,34,3436,4191,16,53566,0,0,0,0,0,G,11,CD8+ T cell,57,34,1,1,1_2_1,Tcell (CD4)
G-2254,all,72,24,3200,4874,20,41927,0,0,0,0,0,G,9,Alveolar fibroblast 1,53,24,2,2,2_1,Capillary
G-2257,all,201,84,2571,4611,21,60810,0,0,0,0,0,G,80,Alveolar fibroblast 1,42,31,4,4,4_1_2,CiliatedEpi
