orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
H-1054,all,12,9,595,5140,35,13839,0,0,0,0,0,H,2,Pericyte,30,9,5,5,5_3,Pericyte
H-1056,all,30,12,100,5261,15,16263,0,0,0,0,0,H,21,Proliferative mesenchymal progenitor cell,39,13,3,3,3_1,SMC
H-1058,all,11,9,1237,4880,9,31020,0,0,0,0,0,H,2,Venous endothelial cell,32,9,3,3,3_4,AdventitialFib
H-1061,all,11,6,1326,4059,29,17607,0,0,0,0,0,H,8,Alveolar type 1 cell,31,6,6,6,6,AT1
H-1062,all,17,13,1117,3906,25,16419,0,0,0,0,0,H,3,Alveolar macrophage,35,13,1,1,1_2_3,Tcell (CD4)
H-1063,all,223,53,177,5447,31,61594,0,0,0,0,0,H,146,Ciliated cell,69,50,4,4,4_2,CiliatedEpi
H-1066,all,25,17,1864,4809,20,29501,0,0,0,0,0,H,7,Sox9+/Id2+ epithelial cell,44,17,1,1,1_4_1,AlveolarFib
H-1068,all,14,6,1440,5281,5,9054,0,0,0,0,0,H,2,Alveolar fibroblast 1,31,7,1,1,1_4_1,AlveolarFib
H-1075,all,190,46,562,6108,26,71180,0,0,0,0,0,H,125,Mesothelial cell,61,46,4,4,4_2,CiliatedEpi
H-1076,all,165,67,849,5803,32,77385,0,0,0,0,0,H,17,Inflammatory monocyte,49,35,1,1,1_4_1,AlveolarFib
H-1077,all,63,30,525,5907,24,36465,0,0,0,0,0,H,36,CD4+ T cell,58,31,3,3,3_2,SMC
H-1078,all,154,53,1716,5690,17,90322,0,0,0,0,0,H,26,Inflammatory monocyte,53,33,1,1,1_2_1,Tcell (CD4)
H-1079,all,93,41,775,6046,10,40882,0,0,0,0,0,H,9,Inflammatory monocyte,64,43,2,2,2_5,DC
H-1081,all,283,78,554,6165,25,78974,0,0,0,0,0,H,160,Ciliated cell,45,29,4,4,4_1_2,CiliatedEpi
H-1082,all,137,47,743,5740,26,76415,0,0,0,0,0,H,4,Inflammatory monocyte,49,26,1,1,1_2_1,Tcell (CD4)
H-1083,all,61,31,1372,6079,17,45443,0,0,0,0,0,H,11,CD8+ T cell,56,32,2,2,2_2,InflamMac
H-1084,all,345,102,1474,7249,24,105461,0,0,0,0,0,H,141,Ciliated cell,52,32,4,4,4_1_1,ClubEpi
H-1086,all,44,22,1474,5862,36,29223,0,0,0,0,0,H,17,Pericyte,44,22,1,1,1_2_3,Tcell (CD4)
H-1087,all,80,41,1737,6605,35,78059,0,0,0,0,0,H,12,Inflammatory monocyte,55,41,1,1,1_2_3,Tcell (CD4)
H-1088,all,391,115,1245,6998,25,102185,0,0,0,0,0,H,152,Arterial endothelial cell,47,28,4,4,4_1_1,ClubEpi
H-1089,all,149,64,1288,7125,34,45798,0,0,0,0,0,H,36,Inflammatory monocyte,42,27,4,4,4_1_1,CiliatedEpi
H-1090,all,402,108,1129,6825,18,119412,0,0,0,0,0,H,151,Secretory cell,47,25,4,4,4_1_2,ClubEpi
H-1091,all,15,10,1666,6255,35,26399,0,0,0,0,0,H,2,CD4+ T cell,33,10,1,1,1_2_1,Tcell (CD4)
H-1097,all,132,46,787,6126,27,100756,0,0,0,0,0,H,44,Secondary crest myofibroblast,48,24,3,3,3_2,SMC
H-1098,all,213,74,821,6467,25,87020,0,0,0,0,0,H,97,Ciliated cell,43,33,4,4,4_1_2,CiliatedEpi
H-1099,all,51,26,1497,5901,18,51448,0,0,0,0,0,H,4,T regulatory cell,50,26,1,1,1_2_1,Tcell (CD4)
H-1100,all,115,39,724,6193,17,80010,0,0,0,0,0,H,58,Ciliated cell,51,23,4,4,4_1_2,ClubEpi
H-1101,all,97,48,1463,6593,15,52142,0,0,0,0,0,H,13,Inflammatory monocyte,60,46,3,3,3_3,AdventitialFib
H-1102,all,105,46,1719,7465,24,45143,0,0,0,0,0,H,51,Capillary 1 cell,57,46,4,4,4_1_2,CiliatedEpi
H-1103,all,299,111,132,5693,34,70270,0,0,0,0,0,H,106,Arterial endothelial cell,43,27,4,4,4_1_1,ClubEpi
H-1104,all,470,124,1189,6959,31,105365,0,0,0,0,0,H,161,Ciliated cell,39,25,4,4,4_1_1,CiliatedEpi
H-1105,all,163,57,904,5667,36,83757,0,0,0,0,0,H,10,CD4+ T cell,53,37,1,1,1_2_1,Tcell (CD4)
H-1106,all,389,131,1020,6765,31,77687,0,0,0,0,0,H,119,Venous endothelial cell,46,35,4,4,4_1_1,ClubEpi
H-1108,all,30,22,991,6377,40,17960,0,0,0,0,0,H,5,Proliferative mesenchymal progenitor cell,36,22,3,3,3_3,AdventitialFib
H-1109,all,341,118,1403,7240,33,86844,0,0,0,0,0,H,105,Venous endothelial cell,47,34,4,4,4_1_1,ClubEpi
H-1110,all,267,73,225,5680,24,69479,0,0,0,0,0,H,157,Capillary 1 cell,46,14,4,4,4_2,ClubEpi
H-1111,all,103,43,1562,6071,18,77860,0,0,0,0,0,H,7,Alveolar type 1 cell,57,37,6,6,6,AT1
H-1112,all,184,71,799,6557,37,36414,0,0,0,0,0,H,55,Ciliated cell,42,25,4,4,4_1_1,CiliatedEpi
H-1113,all,283,97,1617,7388,19,82375,0,0,0,0,0,H,132,Ciliated cell,46,39,4,4,4_1_2,CiliatedEpi
H-1114,all,175,66,380,6002,32,51497,0,0,0,0,0,H,62,Alveolar fibroblast 1,54,30,4,4,4_1_1,ClubEpi
H-1116,all,163,66,1415,5970,23,80917,0,0,0,0,0,H,18,Classical DC subset 2,49,37,1,1,1_4_1,AlveolarFib
H-1117,all,100,43,417,5824,22,64777,0,0,0,0,0,H,41,Inflammatory monocyte,60,43,4,4,4_1_2,CiliatedEpi
H-1118,all,75,29,371,5725,26,24854,0,0,0,0,0,H,47,Venous endothelial cell,40,28,4,4,4_2,CiliatedEpi
H-1119,all,306,67,838,6398,21,101272,0,0,0,0,0,H,198,B cell,52,17,4,4,4_2,ClubEpi
H-1120,all,236,87,1280,7060,28,74278,0,0,0,0,0,H,65,Inflammatory monocyte,46,28,4,4,4_1_1,ClubEpi
H-1124,all,212,84,976,6766,39,41326,0,0,0,0,0,H,40,Venous endothelial cell,54,43,4,4,4_1_1,CiliatedEpi
H-1125,all,398,91,1379,7076,13,99915,0,0,0,0,0,H,211,Arterial endothelial cell,45,16,4,4,4_1_1,ClubEpi
H-1126,all,144,41,832,6343,17,29266,0,0,0,0,0,H,99,Ciliated cell,53,19,4,4,4_2,ClubEpi
H-1127,all,385,110,1315,7005,19,120756,0,0,0,0,0,H,181,Venous endothelial cell,46,32,4,4,4_1_1,CiliatedEpi
H-1129,all,38,24,1518,6339,10,23372,0,0,0,0,0,H,6,Mesothelial cell,40,24,3,3,3_3,AdventitialFib
H-1130,all,175,60,689,6338,27,62577,0,0,0,0,0,H,101,Ciliated cell,64,48,4,4,4_2,CiliatedEpi
H-1131,all,49,25,1707,6433,16,28922,0,0,0,0,0,H,8,Inflammatory monocyte,51,26,2,2,2_5,DC
H-1132,all,135,57,1671,6422,23,70953,0,0,0,0,0,H,10,Inflammatory monocyte,46,30,1,1,1_4_1,AlveolarFib
H-1133,all,173,66,852,6533,31,73262,0,0,0,0,0,H,55,Arterial endothelial cell,42,28,4,4,4_1_1,CiliatedEpi
H-1134,all,365,108,1211,7030,37,73549,0,0,0,0,0,H,105,Arterial endothelial cell,46,32,4,4,4_1_1,CiliatedEpi
H-1136,all,126,53,1082,6708,19,61766,0,0,0,0,0,H,65,Secretory cell,61,51,4,4,4_1_2,CiliatedEpi
H-1137,all,120,49,608,5826,11,75369,0,0,0,0,0,H,19,Mesothelial cell,43,22,3,3,3_3,AdventitialFib
H-1138,all,138,56,1468,7130,12,65685,0,0,0,0,0,H,47,Ciliated cell,57,38,4,4,4_1_2,CiliatedEpi
H-1139,all,371,105,1060,6797,23,87602,0,0,0,0,0,H,135,Secretory cell,42,30,4,4,4_1_1,CiliatedEpi
H-1140,all,284,66,963,6652,21,82413,0,0,0,0,0,H,138,Capillary 1 cell,51,18,4,4,4_2,ClubEpi
H-1141,all,8,7,921,6396,40,10314,0,0,0,0,0,H,3,T regulatory cell,23,9,1,1,1_2_1,Tcell (CD4)
H-1142,all,67,36,1558,5909,9,44323,0,0,0,0,0,H,9,Inflammatory monocyte,54,37,2,2,2_5,DC
H-1143,all,231,79,1251,7094,35,53295,0,0,0,0,0,H,71,Alveolar fibroblast 1,51,35,4,4,4_1_1,ClubEpi
H-1144,all,97,47,1728,6951,36,47045,0,0,0,0,0,H,27,Proliferative mesenchymal progenitor cell,61,45,1,1,1_2_1,Tcell (CD4)
H-1145,all,98,43,1438,7083,13,57055,0,0,0,0,0,H,45,Ciliated cell,60,43,4,4,4_1_2,CiliatedEpi
H-1146,all,13,8,1441,6839,5,12954,0,0,0,0,0,H,3,Sox9+/Id2+ epithelial cell,26,8,3,3,3_6,SCMF
H-1147,all,63,35,998,5872,8,29158,0,0,0,0,0,H,7,Inflammatory monocyte,57,35,1,1,1_2_1,Tcell (CD4)
H-1150,all,82,46,1512,5936,21,58834,0,0,0,0,0,H,19,Inflammatory monocyte,61,46,1,1,1_2_3,Tcell (CD4)
H-1151,all,137,55,1147,6541,20,104857,0,0,0,0,0,H,17,Proliferative mesenchymal progenitor cell,52,35,3,3,3_4,AdventitialFib
H-1153,all,35,19,723,6027,20,31893,0,0,0,0,0,H,7,Proliferative mesenchymal progenitor cell,42,20,3,3,3_2,SMC
H-1154,all,133,58,1318,6294,9,72701,0,0,0,0,0,H,22,Secondary crest myofibroblast,46,27,3,3,3_3,AdventitialFib
H-1157,all,200,76,1510,6300,31,85282,0,0,0,0,0,H,15,Alveolar macrophage,56,49,3,3,3_5,SMC
H-1161,all,184,61,1447,6680,8,78956,0,0,0,0,0,H,34,Mesothelial cell,57,40,3,3,3_3,AdventitialFib
H-1162,all,184,55,1712,6757,20,97089,0,0,0,0,0,H,7,Proliferative mesenchymal progenitor cell,58,41,3,3,3_4,AdventitialFib
H-1165,all,350,112,919,6647,28,83395,0,0,0,0,0,H,126,Ciliated cell,47,33,4,4,4_1_1,ClubEpi
H-1166,all,29,19,908,6185,6,17932,0,0,0,0,0,H,11,Inflammatory monocyte,37,19,3,3,3_3,AdventitialFib
H-1167,all,203,69,1569,6873,27,112273,0,0,0,0,0,H,11,Inflammatory monocyte,59,44,2,2,2_5,DC
H-1170,all,26,19,1538,5956,11,24752,0,0,0,0,0,H,5,Inflammatory monocyte,48,19,1,1,1_2_3,Tcell (CD4)
H-1171,all,101,43,1135,6284,37,45712,0,0,0,0,0,H,10,Proliferative mesenchymal progenitor cell,61,41,3,3,3_3,AdventitialFib
H-1172,all,214,78,1043,6713,23,118026,0,0,0,0,0,H,77,Capillary 1 cell,45,21,4,4,4_1_2,ClubEpi
H-1174,all,84,41,664,6391,36,35560,0,0,0,0,0,H,13,CD4+ T cell,63,41,4,4,4_1_3,ClubEpi
H-1175,all,330,98,191,5699,27,94178,0,0,0,0,0,H,143,Venous endothelial cell,47,29,4,4,4_1_1,CiliatedEpi
H-1178,all,281,78,649,6309,27,95544,0,0,0,0,0,H,150,Alveolar fibroblast 1,49,33,4,4,4_2,CiliatedEpi
H-1179,all,81,34,948,6493,23,54395,0,0,0,0,0,H,42,Ciliated cell,57,34,4,4,4_1_2,CiliatedEpi
H-1182,all,191,76,329,5967,36,55808,0,0,0,0,0,H,79,Venous endothelial cell,54,34,4,4,4_1_1,ClubEpi
H-1183,all,24,18,1204,6834,18,25994,0,0,0,0,0,H,3,Capillary 1 cell,43,18,2,2,2_3,Vein
H-1184,all,135,41,937,6530,20,74782,0,0,0,0,0,H,71,Capillary 1 cell,49,17,4,4,4_2,ClubEpi
H-1188,all,381,93,341,5880,26,97695,0,0,0,0,0,H,206,Endothelial progenitor cell,49,21,4,4,4_1_1,ClubEpi
H-1190,all,38,21,1354,6868,23,81309,0,0,0,0,0,H,9,CD4+ T cell,42,22,3,3,3_2,SMC
H-1192,all,131,25,828,6251,10,36587,0,0,0,0,0,H,110,Arterial endothelial cell,40,25,4,4,4_2,CiliatedEpi
H-1197,all,326,104,1351,7191,35,72787,0,0,0,0,0,H,91,B cell,48,39,4,4,4_1_1,CiliatedEpi
H-1199,all,24,15,1102,6683,31,47455,0,0,0,0,0,H,11,Alveolar macrophage,41,16,3,3,3_5,SMC
H-1200,all,85,34,872,6285,26,74955,0,0,0,0,0,H,11,Inflammatory monocyte,58,35,3,3,3_5,SMC
H-1201,all,125,45,1556,5792,32,60993,0,0,0,0,0,H,14,Classical DC subset 2,48,27,1,1,1_2_1,Tcell (CD4)
H-1203,all,80,40,1390,5937,34,42883,108,0,108,0,1,H,14,Inflammatory monocyte,58,41,1,1,1_4_1,AlveolarFib
H-1204,all,110,34,835,6164,32,72914,0,0,0,0,0,H,35,Vascular smooth muscle cell,54,26,3,3,3_2,SMC
H-1205,all,60,30,1258,6140,8,26437,0,0,0,0,0,H,16,Alveolar macrophage,56,30,1,1,1_2_3,Tcell (CD4)
H-1210,all,290,77,445,5999,27,75452,0,0,0,0,0,H,150,Capillary 1 cell,47,34,4,4,4_2,CiliatedEpi
H-1211,all,90,39,444,5900,19,56880,0,0,0,0,0,H,30,Inflammatory monocyte,59,39,4,4,4_1_1,ClubEpi
H-1212,all,90,25,1517,7164,22,42858,0,0,0,0,0,H,61,Arterial endothelial cell,43,25,4,4,4_2,CiliatedEpi
H-1213,all,8,5,460,5755,32,20066,0,0,0,0,0,H,3,Sox9+/Id2+ epithelial cell,21,7,3,3,3_2,SMC
H-1214,all,69,28,1222,6138,9,38590,0,0,0,0,0,H,9,Alveolar macrophage,51,28,1,1,1_4_1,AlveolarFib
H-1215,all,243,78,854,6587,32,69091,0,0,0,0,0,H,119,Ciliated cell,46,33,4,4,4_1_2,CiliatedEpi
H-1216,all,247,69,1281,6953,21,135023,0,0,0,0,0,H,123,Alveolar fibroblast 1,53,25,4,4,4_1_2,ClubEpi
H-1217,all,13,9,1675,6904,36,11642,0,0,0,0,0,H,4,CD4+ T cell,32,9,1,1,1_2_1,Tcell (CD4)
H-1218,all,171,61,690,6286,29,87623,0,0,0,0,0,H,67,B cell,44,28,4,4,4_1_2,CiliatedEpi
H-1220,all,200,60,1357,6989,14,71810,0,0,0,0,0,H,62,Capillary 1 cell,45,23,4,4,4_1_2,CiliatedEpi
H-1221,all,233,56,399,5855,21,60452,0,0,0,0,0,H,158,Capillary 1 cell,55,19,4,4,4_2,ClubEpi
H-1222,all,83,45,253,5863,37,28203,0,0,0,0,0,H,23,Ciliated cell,59,43,4,4,4_1_1,CiliatedEpi
H-1223,all,38,19,705,5978,13,61413,0,0,0,0,0,H,18,Alveolar macrophage,42,19,3,3,3_2,SMC
H-1224,all,17,10,618,5969,34,32780,0,0,0,0,0,H,3,CD4+ T cell,34,10,1,1,1_2_1,Tcell (CD4)
H-1227,all,229,72,822,5730,29,108010,0,0,0,0,0,H,16,Alveolar fibroblast 1,51,33,1,1,1_2_1,Tcell (CD4)
H-1228,all,173,56,1339,6182,21,103102,0,0,0,0,0,H,17,Alveolar macrophage,55,33,1,1,1_2_3,Tcell (CD4)
H-1231,all,364,95,1410,7149,19,100394,0,0,0,0,0,H,149,Secretory cell,49,28,4,4,4_1_1,ClubEpi
H-1233,all,94,46,372,5926,30,29906,0,0,0,0,0,H,25,Ciliated cell,62,45,4,4,4_1_1,CiliatedEpi
H-1234,all,163,64,1572,7370,28,54426,0,0,0,0,0,H,59,Ciliated cell,44,28,4,4,4_1_1,CiliatedEpi
H-1236,all,245,85,763,6471,33,82177,0,0,0,0,0,H,83,Venous endothelial cell,45,32,4,4,4_1_2,CiliatedEpi
H-1238,all,93,45,1656,5831,16,76031,0,0,0,0,0,H,27,Inflammatory monocyte,64,45,9,9,9,Bcell
H-1240,all,243,60,370,5791,23,72950,0,0,0,0,0,H,153,Ciliated cell,42,25,4,4,4_2,CiliatedEpi
H-1241,all,27,14,658,6124,16,20435,0,0,0,0,0,H,9,Inflammatory monocyte,42,14,1,1,1_2_3,Tcell (CD4)
H-1242,all,27,13,750,5991,10,26842,0,0,0,0,0,H,5,CD4+ T cell,38,14,3,3,3_2,SMC
H-1244,all,19,8,1146,6728,29,47118,0,0,0,0,0,H,11,CD4+ T cell,36,8,3,3,3_2,SMC
H-1245,all,134,46,1642,5790,24,82668,0,0,0,0,0,H,25,Inflammatory monocyte,49,26,1,1,1_2_3,Tcell (CD4)
H-1250,all,312,66,609,6111,22,120574,0,0,0,0,0,H,203,B cell,52,34,4,4,4_2,CiliatedEpi
H-1251,all,84,35,1489,6348,14,40718,0,0,0,0,0,H,7,Alveolar macrophage,57,35,1,1,1_2_3,Tcell (CD4)
H-1252,all,125,50,909,6310,34,54429,0,0,0,0,0,H,4,Inflammatory monocyte,43,23,1,1,1_5_2,AlveolarFib
H-1255,all,76,23,674,6101,15,32358,0,0,0,0,0,H,43,Ciliated cell,45,23,4,4,4_2,CiliatedEpi
H-1257,all,97,23,489,5880,23,17944,0,0,0,0,0,H,76,Arterial endothelial cell,36,23,4,4,4_2,CiliatedEpi
H-1259,all,130,51,436,6075,33,45204,0,0,0,0,0,H,54,Venous endothelial cell,65,46,4,4,4_1_1,CiliatedEpi
H-1260,all,85,44,607,6319,38,34720,0,0,0,0,0,H,32,Arterial endothelial cell,59,43,4,4,4_1_2,CiliatedEpi
H-1263,all,363,78,266,5798,28,89838,0,0,0,0,0,H,195,Capillary 1 cell,52,34,4,4,4_2,CiliatedEpi
H-1264,all,30,16,443,5693,41,21547,0,0,0,0,0,H,3,Mesothelial cell,39,16,3,3,3_3,AdventitialFib
H-1266,all,207,69,938,6587,20,69651,0,0,0,0,0,H,100,Secretory cell,41,27,4,4,4_2,CiliatedEpi
H-1268,all,147,53,1638,6438,32,77282,0,0,0,0,0,H,15,Inflammatory monocyte,48,27,1,1,1_2_1,Tcell (CD4)
H-1269,all,84,39,911,5860,30,37182,0,0,0,0,0,H,8,Inflammatory monocyte,59,39,1,1,1_2_3,Tcell (CD4)
H-1270,all,67,42,1709,6693,27,50760,0,0,0,0,0,H,8,Inflammatory monocyte,57,44,2,2,2_5,DC
H-1271,all,296,81,729,6343,30,116362,0,0,0,0,0,H,117,Inflammatory monocyte,48,33,4,4,4_1_2,CiliatedEpi
H-1273,all,130,60,1506,7315,31,31193,0,0,0,0,0,H,51,Ciliated cell,65,50,4,4,4_1_2,CiliatedEpi
H-1274,all,113,32,469,5854,23,39676,0,0,0,0,0,H,70,Capillary 1 cell,50,16,4,4,4_2,ClubEpi
H-1275,all,329,98,279,5940,39,53802,0,0,0,0,0,H,151,Ciliated cell,48,27,4,4,4_1_1,ClubEpi
H-1277,all,324,99,1688,7524,31,77794,0,0,0,0,0,H,112,Secretory cell,48,34,4,4,4_1_2,CiliatedEpi
H-1278,all,47,27,926,5934,40,17145,0,0,0,0,0,H,4,B cell,47,27,1,1,1_2_1,Tcell (CD4)
H-1279,all,238,89,1123,6916,33,73114,0,0,0,0,0,H,62,Venous endothelial cell,51,40,4,4,4_1_1,CiliatedEpi
H-1282,all,213,70,368,6043,36,54374,0,0,0,0,0,H,92,Inflammatory monocyte,50,29,4,4,4_1_1,CiliatedEpi
H-1283,all,73,35,1734,7321,35,37575,0,0,0,0,0,H,7,Inflammatory monocyte,49,35,1,1,1_2_3,Tcell (CD4)
H-1287,all,36,19,386,5666,29,40831,0,0,0,0,0,H,5,CD4+ T cell,41,19,1,1,1_2_3,Tcell (CD4)
H-1288,all,118,60,1439,7280,39,27474,0,0,0,0,0,H,37,Arterial endothelial cell,64,48,4,4,4_1_1,CiliatedEpi
H-1290,all,103,44,694,5723,36,51653,0,0,0,0,0,H,8,T regulatory cell,61,38,1,1,1_2_1,Tcell (CD4)
H-1292,all,214,67,417,5926,25,67455,0,0,0,0,0,H,120,Alveolar fibroblast 2,42,32,4,4,4_2,CiliatedEpi
H-1296,all,50,32,461,6167,37,32416,0,0,0,0,0,H,12,Inflammatory monocyte,52,33,2,2,2_5,DC
H-1298,all,161,47,1528,6089,26,65103,0,0,0,0,0,H,9,Alveolar type 1 cell,54,31,2,2,2_5,DC
H-1300,all,214,59,477,6086,31,72522,0,0,0,0,0,H,108,Secretory cell,53,23,4,4,4_2,ClubEpi
H-1301,all,249,61,477,5945,19,60640,0,0,0,0,0,H,155,Alveolar fibroblast 1,42,30,4,4,4_2,CiliatedEpi
H-1302,all,333,110,1321,7084,27,71174,0,0,0,0,0,H,100,Ciliated cell,44,34,4,4,4_1_1,CiliatedEpi
H-1303,all,204,52,987,6549,16,92670,0,0,0,0,0,H,132,Alveolar fibroblast 1,58,23,4,4,4_2,ClubEpi
H-1304,all,239,72,701,6411,32,83313,0,0,0,0,0,H,122,Endothelial progenitor cell,45,30,4,4,4_1_1,CiliatedEpi
H-1306,all,21,12,1207,6734,35,53841,0,0,0,0,0,H,8,Proliferative mesenchymal progenitor cell,40,13,3,3,3_2,SMC
H-1309,all,58,31,1751,7199,36,46630,0,0,0,0,0,H,5,Inflammatory monocyte,56,31,1,1,1_2_3,Tcell (CD4)
H-1312,all,208,67,1413,7037,16,59878,0,0,0,0,0,H,100,Venous endothelial cell,44,26,4,4,4_1_2,CiliatedEpi
H-1314,all,158,68,289,5875,37,43680,0,0,0,0,0,H,56,Ciliated cell,36,25,4,4,4_1_2,CiliatedEpi
H-1315,all,284,88,534,6237,35,87808,0,0,0,0,0,H,108,Ciliated cell,46,26,4,4,4_1_1,ClubEpi
H-1316,all,398,123,1338,7134,31,118978,0,0,0,0,0,H,110,Secretory cell,41,31,4,4,4_1_1,ClubEpi
H-1317,all,234,74,515,6059,31,89650,0,0,0,0,0,H,116,Arterial endothelial cell,44,28,4,4,4_1_2,CiliatedEpi
H-1318,all,361,79,289,5720,21,139257,0,0,0,0,0,H,180,Arterial endothelial cell,51,19,4,4,4_2,ClubEpi
H-1319,all,13,9,1258,6859,35,22693,0,0,0,0,0,H,4,CD4+ T cell,32,10,3,3,3_2,SMC
H-1320,all,158,58,1040,6266,34,97544,0,0,0,0,0,H,21,Inflammatory monocyte,51,32,3,3,3_3,AdventitialFib
H-1322,all,94,41,1700,7437,24,65943,0,0,0,0,0,H,33,CD4+ T cell,62,41,4,4,4_1_3,CiliatedEpi
H-1323,all,95,43,367,5962,35,32122,0,0,0,0,0,H,42,Capillary 1 cell,63,40,4,4,4_1_1,ClubEpi
H-1324,all,28,19,1519,7111,28,29280,0,0,0,0,0,H,5,CD4+ T cell,39,20,3,3,3_1,SMC
H-1325,all,104,49,1087,6605,12,76245,0,0,0,0,0,H,31,Proliferative mesenchymal progenitor cell,57,40,3,3,3_3,AdventitialFib
H-1326,all,60,35,1662,5720,20,51728,0,0,0,0,0,H,11,CD4+ T cell,56,35,1,1,1_2_1,Tcell (CD4)
H-1327,all,181,63,240,5737,30,58376,0,0,0,0,0,H,87,Capillary 1 cell,53,29,4,4,4_1_1,ClubEpi
H-1328,all,66,20,471,5898,15,14095,0,0,0,0,0,H,50,Capillary 1 cell,44,20,4,4,4_2,CiliatedEpi
H-1329,all,28,17,1539,6688,6,16881,0,0,0,0,0,H,2,Mesothelial cell,39,17,3,3,3_3,AdventitialFib
H-1332,all,236,72,509,6175,32,75299,0,0,0,0,0,H,105,Venous endothelial cell,51,27,4,4,4_1_1,ClubEpi
H-1333,all,51,19,1189,6696,20,80728,0,0,0,0,0,H,20,Vascular smooth muscle cell,52,20,3,3,3_2,SMC
H-1335,all,37,18,671,6019,35,42320,0,0,0,0,0,H,9,CD4+ T cell,43,19,3,3,3_2,SMC
H-1336,all,181,49,441,5958,25,45085,0,0,0,0,0,H,108,Ciliated cell,51,34,4,4,4_2,CiliatedEpi
H-1338,all,142,69,959,6700,31,37019,0,0,0,0,0,H,37,Alveolar fibroblast 1,44,32,4,4,4_1_1,ClubEpi
H-1339,all,164,59,1445,7192,25,72299,0,0,0,0,0,H,42,Venous endothelial cell,51,34,4,4,4_1_3,ClubEpi
H-1341,all,25,17,951,6419,37,34380,0,0,0,0,0,H,11,Mesothelial cell,44,17,3,3,3_3,AdventitialFib
H-1342,all,70,30,1696,6935,37,31700,0,0,0,0,0,H,6,CD4+ T cell,54,30,1,1,1_2_1,Tcell (CD4)
H-1343,all,81,31,1241,6939,17,53416,0,0,0,0,0,H,21,Secretory cell,60,32,2,2,2_2,InflamMac
H-1345,all,133,45,870,6387,26,53612,0,0,0,0,0,H,74,Ciliated cell,63,46,4,4,4_2,CiliatedEpi
H-1347,all,144,51,1176,6834,15,73168,0,0,0,0,0,H,61,Capillary 1 cell,55,36,4,4,4_1_2,CiliatedEpi
H-1349,all,307,97,1659,7395,23,125818,0,0,0,0,0,H,101,Arterial endothelial cell,48,37,4,4,4_1_1,CiliatedEpi
H-1351,all,202,60,399,5893,24,51463,0,0,0,0,0,H,112,Capillary 1 cell,37,21,4,4,4_2,CiliatedEpi
H-1354,all,198,84,1567,7413,37,45925,0,0,0,0,0,H,42,Ciliated cell,48,41,4,4,4_1_1,CiliatedEpi
H-1355,all,130,49,663,6194,24,76307,0,0,0,0,0,H,76,B cell,47,22,4,4,4_1_2,ClubEpi
H-1358,all,162,57,1120,6240,30,82187,0,0,0,0,0,H,34,CD4+ T cell,54,36,3,3,3_4,AdventitialFib
H-1362,all,56,29,703,6051,22,68797,0,0,0,0,0,H,13,Inflammatory monocyte,56,30,3,3,3_2,SMC
H-1363,all,56,29,1726,7343,27,34856,0,0,0,0,0,H,5,Inflammatory monocyte,53,29,1,1,1_2_1,Tcell (CD4)
H-1364,all,380,72,1585,7280,14,92212,0,0,0,0,0,H,210,B cell,57,36,4,4,4_2,CiliatedEpi
H-1366,all,89,33,926,6467,16,41986,0,0,0,0,0,H,52,B cell,48,33,4,4,4_2,CiliatedEpi
H-1372,all,228,62,895,6488,15,70329,0,0,0,0,0,H,133,Venous endothelial cell,51,18,4,4,4_2,ClubEpi
H-1373,all,84,48,1687,7355,22,48306,0,0,0,0,0,H,29,Inflammatory monocyte,62,48,4,4,4_1_2,CiliatedEpi
H-1374,all,214,100,1530,7356,37,44615,0,0,0,0,0,H,57,Venous endothelial cell,48,36,4,4,4_1_1,ClubEpi
H-1380,all,53,12,844,6315,13,21157,0,0,0,0,0,H,41,Capillary 1 cell,50,12,4,4,4_2,ClubEpi
H-1383,all,151,56,1385,6337,21,87101,0,0,0,0,0,H,18,Alveolar fibroblast 2,52,32,3,3,3_3,AdventitialFib
H-1384,all,246,81,1062,6878,36,65454,0,0,0,0,0,H,63,Ciliated cell,48,27,4,4,4_1_2,ClubEpi
H-1385,all,86,44,1457,6340,22,36221,0,0,0,0,0,H,5,CD4+ T cell,59,44,8,8,8_2,InterstitialMac
H-1386,all,68,23,1315,6941,11,22197,0,0,0,0,0,H,45,Arterial endothelial cell,35,23,4,4,4_2,CiliatedEpi
H-1387,all,182,68,433,6131,36,50401,0,0,0,0,0,H,80,Arterial endothelial cell,44,27,4,4,4_1_1,CiliatedEpi
H-1394,all,44,26,1255,6730,18,81169,0,0,0,0,0,H,14,Inflammatory monocyte,46,27,3,3,3_2,SMC
H-1395,all,59,33,1725,6242,36,29412,0,0,0,0,0,H,6,Inflammatory monocyte,56,33,3,3,3_6,SCMF
H-1399,all,289,63,861,6459,17,87747,0,0,0,0,0,H,177,Venous endothelial cell,51,15,4,4,4_2,ClubEpi
H-1401,all,95,34,1442,7019,18,84155,0,0,0,0,0,H,8,Alveolar macrophage,61,34,1,1,1_2_3,Tcell (CD4)
H-1402,all,73,34,1565,6713,5,30431,0,0,0,0,0,H,9,Proliferative mesenchymal progenitor cell,55,34,3,3,3_3,AdventitialFib
