orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
C-1239,all,36,29,1468,7207,28,57566,0,0,0,0,0,C,5,B cell,39,29,7,7,7_2,PatrolMac
C-1240,all,78,34,1142,6130,12,56314,60,0,60,0,1,C,22,Sox9+/Id2+ epithelial cell,54,34,6,6,6,AT1
C-1241,all,80,31,1396,6126,25,105088,0,0,0,0,0,C,39,Alveolar type 2 cell,59,33,2,2,2_5,DC
C-1242,all,32,16,1349,5930,13,27036,0,0,0,0,0,C,8,Alveolar type 1 cell,40,16,6,6,6,AT1
C-1243,all,46,29,1044,7157,17,44711,0,0,0,0,0,C,5,Inflammatory monocyte,46,29,8,8,8_3,InterstitialMac
C-1244,all,14,12,1186,7003,19,56350,0,0,0,0,0,C,3,CD8+ T cell,28,12,7,7,7_4,PatrolMac
C-1246,all,60,27,804,6508,25,52922,0,0,0,0,0,C,13,Alveolar macrophage,55,27,7,7,7_2,PatrolMac
C-1248,all,43,23,1165,7049,15,56845,0,0,0,0,0,C,7,Alveolar type 2 cell,46,24,2,2,2_2,InflamMac
C-1249,all,81,28,813,6477,28,81194,0,0,0,0,0,C,34,AT1/AT2,55,28,6,6,6,AT1
C-1253,all,32,24,543,5737,18,42029,0,0,0,0,0,C,4,Alveolar fibroblast 1,37,24,1,1,1_3,AT2
C-1255,all,19,12,1308,6600,31,35486,0,0,0,0,0,C,12,Alveolar type 2 cell,42,13,3,3,3_1,SMC
C-1256,all,73,29,608,6034,29,70700,0,0,0,0,0,C,26,Sox9+/Id2+ epithelial cell,51,30,2,2,2_2,InflamMac
C-1257,all,41,27,211,6250,13,33131,0,0,0,0,0,C,8,Alveolar macrophage,43,27,3,3,3_6,SCMF
C-1261,all,39,10,836,6056,18,54918,0,0,0,0,0,C,19,Natural killer cell,46,10,7,7,7_2,PatrolMac
C-1262,all,21,3,1703,5756,8,19209,0,0,0,0,0,C,20,Sox9+/Id2+ epithelial cell,44,3,1,1,1_1,AT2
C-1264,all,109,45,505,6068,20,84984,0,0,0,0,0,C,16,Alveolar fibroblast 1,56,33,1,1,1_4_1,AlveolarFib
C-1266,all,21,12,1135,7041,31,48738,0,0,0,0,0,C,7,Alveolar type 2 cell,40,12,7,7,7_2,PatrolMac
C-1267,all,38,23,1001,6831,23,43080,0,0,0,0,0,C,4,Alveolar fibroblast 1,44,23,1,1,1_5_2,AlveolarFib
C-1268,all,25,15,1126,6849,23,64905,0,0,0,0,0,C,12,CD4+ T cell,45,15,9,9,9,Bcell
C-1269,all,38,21,904,6095,18,143725,0,0,0,0,0,C,5,Alveolar macrophage,42,21,8,8,8_1,AlveolarMac
C-1270,all,45,17,1225,6208,13,40546,0,0,0,0,0,C,13,Alveolar type 1 cell,46,17,6,6,6,AT1
C-1271,all,18,11,1670,6112,21,21341,0,0,0,0,0,C,2,Natural killer cell,36,11,2,2,2_2,InflamMac
C-1272,all,24,16,1237,6705,33,50308,0,0,0,0,0,C,4,Alveolar fibroblast 1,45,17,3,3,3_1,SMC
C-1274,all,75,37,1295,6285,29,67961,0,0,0,0,0,C,16,AT1/AT2,57,37,6,6,6,AT1
C-1275,all,75,35,129,5896,25,63347,0,0,0,0,0,C,5,B cell,58,35,9,9,9,Bcell
C-1277,all,77,31,454,5880,26,37291,0,0,0,0,0,C,10,Alveolar type 1 cell,57,31,6,6,6,AT1
C-1278,all,13,10,459,6180,9,20624,0,0,0,0,0,C,3,Alveolar fibroblast 1,31,10,3,3,3_3,AdventitialFib
C-1279,all,125,32,200,5891,26,75848,0,0,0,0,0,C,78,Sox9+/Id2+ epithelial cell,48,18,1,1,1_1,AT2
C-1280,all,12,8,489,5664,31,25312,0,0,0,0,0,C,2,Capillary 1 cell,32,8,2,2,2_3,Vein
C-1283,all,55,30,897,6351,33,60180,0,0,0,0,0,C,18,Capillary 1 cell,54,30,2,2,2_1,Capillary
C-1285,all,43,26,906,6693,23,49408,0,0,0,0,0,C,5,Secondary crest myofibroblast,43,26,5,5,5_3,Pericyte
C-1286,all,23,15,1139,6810,12,84520,0,0,0,0,0,C,2,CD8+ T cell,43,16,2,2,2_2,InflamMac
C-1288,all,134,44,824,6624,18,92173,0,0,0,0,0,C,8,Alveolar type 1 cell,44,19,6,6,6,AT1
C-1289,all,88,20,997,5736,28,59819,0,0,0,0,0,C,58,Alveolar type 2 cell,53,18,1,1,1_1,AT2
C-1290,all,54,31,76,5776,10,81082,0,0,0,0,0,C,4,Capillary 1 cell,53,31,2,2,2_3,Vein
C-1292,all,24,14,1832,7487,20,38550,0,0,0,0,0,C,4,Proliferative mesenchymal progenitor cell,44,15,3,3,3_1,SMC
C-1293,all,42,26,1224,6142,11,36032,0,0,0,0,0,C,9,Interstitial macrophage,42,26,8,8,8_3,InterstitialMac
C-1294,all,11,8,1932,7212,4,17622,0,0,0,0,0,C,6,Endothelial progenitor cell,25,8,3,3,3_6,SCMF
C-1297,all,52,27,1722,6490,19,46887,0,0,0,0,0,C,5,Neutrophil,53,28,1,1,1_4_1,AlveolarFib
C-1298,all,48,25,688,6512,19,51844,0,0,0,0,0,C,8,B cell,51,27,2,2,2_5,DC
C-1302,all,35,22,391,5677,35,58300,0,0,0,0,0,C,5,Capillary 1 cell,43,22,2,2,2_3,Vein
C-1303,all,101,27,976,6136,24,86316,0,0,0,0,0,C,18,Alveolar type 1 cell,56,24,6,6,6,AT1
C-1304,all,65,31,1021,6790,11,59530,0,0,0,0,0,C,9,Alveolar type 1 cell,54,31,6,6,6,AT1
C-1305,all,104,50,862,7124,20,109643,0,0,0,0,0,C,14,Innate lymphoid cell,56,37,3,3,3_3,AdventitialFib
C-1307,all,29,16,1821,6354,26,39557,0,0,0,0,0,C,4,Alveolar fibroblast 1,39,16,1,1,1_3,AT2
C-1308,all,56,33,1037,6060,14,87441,0,0,0,0,0,C,5,Capillary 1 cell,54,33,2,2,2_3,Vein
C-1309,all,77,23,1624,6182,15,60845,0,0,0,0,0,C,45,AT1/AT2,54,23,6,6,6,AT1
C-1310,all,30,22,812,5881,16,44776,0,0,0,0,0,C,6,Sox9+/Id2+ epithelial cell,41,22,2,2,2_1,Capillary
C-1312,all,12,12,672,6546,38,43492,0,0,0,0,0,C,3,Innate lymphoid cell,32,14,2,2,2_5,DC
C-1313,all,46,16,1585,6022,8,30512,0,0,0,0,0,C,8,Neutrophil,47,16,6,6,6,AT1
C-1316,all,49,32,291,5689,18,62425,0,0,0,0,0,C,7,Venous endothelial cell,49,32,2,2,2_3,Vein
C-1317,all,21,12,1755,5907,32,43115,0,0,0,0,0,C,2,Ciliated cell,42,13,2,2,2_2,InflamMac
C-1319,all,26,16,1868,7035,14,35473,0,0,0,0,0,C,2,Inflammatory monocyte,44,16,7,7,7_2,PatrolMac
C-1320,all,93,49,1413,5948,20,96473,0,0,0,0,0,C,12,Capillary 1 cell,68,49,8,8,8_2,InterstitialMac
C-1322,all,117,47,204,6028,13,80337,0,0,0,0,0,C,3,Alveolar type 1 cell,48,26,6,6,6,AT1
C-1324,all,77,26,1152,7104,18,79343,0,0,0,0,0,C,5,Alveolar type 1 cell,54,26,6,6,6,AT1
C-1325,all,81,40,923,5893,18,98560,0,0,0,0,0,C,7,Capillary 2 cell,60,41,2,2,2_2,InflamMac
C-1326,all,78,38,997,6649,21,73055,0,0,0,0,0,C,6,Alveolar fibroblast 1,56,38,5,5,5_3,Pericyte
C-1327,all,74,32,492,6135,25,68711,0,0,0,0,0,C,24,Alveolar type 2 cell,53,32,1,1,1_3,AT2
C-1328,all,84,26,1301,6255,14,52479,0,0,0,0,0,C,13,Alveolar type 1 cell,56,26,6,6,6,AT1
C-1329,all,68,21,1553,7173,11,85237,0,0,0,0,0,C,41,Alveolar type 2 cell,55,21,1,1,1_3,AT2
C-1330,all,12,9,1752,5991,22,26342,0,0,0,0,0,C,3,Capillary 1 cell,35,9,2,2,2_1,Capillary
C-1331,all,33,25,1127,6268,13,51080,0,0,0,0,0,C,2,Neutrophil,40,26,2,2,2_2,InflamMac
C-1332,all,22,13,512,5752,11,24067,0,0,0,0,0,C,4,B cell,38,13,2,2,2_6,pDC
C-1333,all,9,5,744,6942,37,32258,0,0,0,0,0,C,2,Alveolar fibroblast 1,27,6,8,8,8_2,InterstitialMac
C-1334,all,113,50,796,5791,22,128323,0,0,0,0,0,C,13,Alveolar fibroblast 1,47,34,1,1,1_5_1,LymphaticEndo
C-1336,all,40,26,666,5762,14,63519,0,0,0,0,0,C,10,Capillary 1 cell,41,26,2,2,2_3,Vein
C-1338,all,137,59,865,6233,14,105848,0,0,0,0,0,C,18,Alveolar type 1 cell,47,34,6,6,6,AT1
C-1340,all,37,24,766,5867,24,92719,0,0,0,0,0,C,4,Sox9+/Id2+ epithelial cell,39,24,8,8,8_1,AlveolarMac
C-1341,all,13,10,1315,5806,36,38731,0,0,0,0,0,C,3,Alveolar fibroblast 1,36,10,2,2,2_6,pDC
C-1342,all,28,18,1039,6163,14,79154,0,0,0,0,0,C,3,Neutrophil,40,18,6,6,6,AT1
C-1343,all,93,44,847,5674,12,79812,0,0,0,0,0,C,5,Capillary 1 cell,63,44,1,1,1_6_2,Neutrophil
C-1344,all,60,31,1196,5925,26,100331,0,0,0,0,0,C,7,Pericyte,57,31,5,5,5_1,Pericyte
C-1345,all,21,12,1224,6504,10,27397,0,0,0,0,0,C,7,Alveolar type 1 cell,44,12,6,6,6,AT1
C-1346,all,73,45,810,6076,26,101661,0,0,0,0,0,C,11,Natural killer cell,55,45,7,7,7_2,PatrolMac
C-1347,all,68,32,1173,6200,21,81477,0,0,0,0,0,C,19,B cell,54,32,9,9,9,Bcell
C-1348,all,55,30,695,6443,18,49203,0,0,0,0,0,C,4,Alveolar type 1 cell,54,30,2,2,2_6,pDC
C-1349,all,9,3,1733,5771,15,45271,0,0,0,0,0,C,6,Sox9+/Id2+ epithelial cell,37,3,1,1,1_1,AT2
C-1350,all,86,37,179,5856,15,75128,0,0,0,0,0,C,12,Sox9+/Id2+ epithelial cell,54,36,2,2,2_1,Capillary
C-1351,all,18,7,720,6067,5,23308,0,0,0,0,0,C,10,Sox9+/Id2+ epithelial cell,41,7,1,1,1_1,AT2
C-1352,all,41,26,1192,5797,25,74245,0,0,0,0,0,C,8,Endothelial progenitor cell,42,26,2,2,2_3,Vein
C-1355,all,50,28,1022,6854,17,54602,0,0,0,0,0,C,17,Innate lymphoid cell,52,29,3,3,3_1,SMC
C-1357,all,41,26,1031,6897,34,61298,0,0,0,0,0,C,7,Sox9+/Id2+ epithelial cell,44,27,3,3,3_5,SMC
C-1358,all,103,40,893,5810,25,85561,0,0,0,0,0,C,14,Alveolar type 1 cell,57,30,6,6,6,AT1
C-1359,all,31,20,1172,6620,25,79247,0,0,0,0,0,C,4,B cell,41,20,9,9,9,Bcell
C-1361,all,69,29,135,6249,13,47039,0,0,0,0,0,C,5,Alveolar fibroblast 2,55,29,3,3,3_3,AdventitialFib
C-1362,all,16,8,1062,6827,14,23401,0,0,0,0,0,C,10,B cell,39,9,3,3,3_5,SMC
C-1363,all,49,31,361,5766,34,72178,0,0,0,0,0,C,12,Pericyte,49,31,5,5,5_1,Pericyte
C-1365,all,43,31,1626,6007,25,90214,0,0,0,0,0,C,2,Proliferative mesenchymal progenitor cell,44,32,3,3,3_1,SMC
C-1366,all,33,22,1198,7295,34,60088,0,0,0,0,0,C,2,Alveolar type 1 cell,41,22,6,6,6,AT1
C-1368,all,127,43,934,6734,20,128005,0,0,0,0,0,C,63,Alveolar type 2 cell,47,26,1,1,1_3,AT2
C-1369,all,46,24,1887,6978,22,122293,0,0,0,0,0,C,11,Alveolar fibroblast 1,46,24,8,8,8_3,InterstitialMac
C-1371,all,25,18,1742,5969,27,35338,0,0,0,0,0,C,4,Sox9+/Id2+ epithelial cell,46,18,1,1,1_3,AT2
C-1377,all,88,29,468,5989,16,87005,0,0,0,0,0,C,41,AT1/AT2,56,28,1,1,1_3,AT2
C-1379,all,59,29,1123,6373,30,66319,0,0,0,0,0,C,19,Alveolar type 2 cell,55,29,1,1,1_3,AT2
C-1380,all,67,41,1682,6160,16,85153,0,0,0,0,0,C,6,CD8+ T cell,56,42,2,2,2_2,InflamMac
C-1381,all,43,24,1574,7462,29,83566,0,0,0,0,0,C,2,Mesothelial cell,44,24,3,3,3_3,AdventitialFib
C-1383,all,18,10,1139,6987,19,30448,0,0,0,0,0,C,8,Alveolar type 2 cell,39,10,1,1,1_1,AT2
C-1384,all,34,8,958,6311,12,38950,0,0,0,0,0,C,28,Alveolar type 2 cell,44,8,1,1,1_3,AT2
C-1385,all,21,13,767,6889,35,31914,0,0,0,0,0,C,2,B cell,37,13,9,9,9,Bcell
C-1386,all,73,32,858,6278,30,38984,0,0,0,0,0,C,9,Alveolar type 1 cell,55,32,6,6,6,AT1
C-1387,all,35,26,1482,7353,16,23850,0,0,0,0,0,C,6,Sox9+/Id2+ epithelial cell,42,26,8,8,8_2,InterstitialMac
C-1388,all,39,23,622,5929,23,32600,0,0,0,0,0,C,3,Venous endothelial cell,44,23,2,2,2_3,Vein
C-1389,all,140,50,684,6400,25,90321,0,0,0,0,0,C,21,Arterial endothelial cell,48,27,2,2,2_2,InflamMac
C-1390,all,99,44,526,5887,15,77210,54,0,54,0,1,C,9,Inflammatory monocyte,59,39,3,3,3_5,SMC
C-1392,all,22,17,1716,6033,13,63789,0,0,0,0,0,C,8,Alveolar type 2 cell,37,18,3,3,3_1,SMC
C-1393,all,50,18,1294,6579,18,39496,0,0,0,0,0,C,32,Sox9+/Id2+ epithelial cell,49,18,1,1,1_1,AT2
C-1394,all,103,44,894,6293,26,89596,0,0,0,0,0,C,14,Pericyte,57,34,6,6,6,AT1
C-1395,all,34,24,513,6374,24,23522,0,0,0,0,0,C,3,Sox9+/Id2+ epithelial cell,40,25,1,1,1_4_1,AlveolarFib
C-1398,all,47,29,1835,6193,27,71170,0,0,0,0,0,C,5,Interstitial macrophage,47,29,8,8,8_2,InterstitialMac
C-1404,all,12,9,1929,6952,13,36788,0,0,0,0,0,C,5,Alveolar fibroblast 1,27,10,3,3,3_1,SMC
C-1405,all,23,15,884,6552,25,35673,0,0,0,0,0,C,5,Inflammatory monocyte,42,17,2,2,2_5,DC
C-1406,all,119,37,770,6553,15,66652,0,0,0,0,0,C,66,Alveolar type 2 cell,47,23,1,1,1_1,AT2
C-1408,all,33,14,1904,7032,25,84703,0,0,0,0,0,C,20,Alveolar type 1 cell,43,15,2,2,2_2,InflamMac
C-1409,all,43,23,1308,6937,28,74782,0,0,0,0,0,C,9,Alveolar type 1 cell,44,23,6,6,6,AT1
C-1410,all,97,41,1222,5862,21,84278,0,0,0,0,0,C,33,Alveolar type 2 cell,58,37,2,2,2_2,InflamMac
C-1413,all,118,22,1171,6517,31,88360,0,0,0,0,0,C,94,Alveolar type 2 cell,46,9,1,1,1_3,AT2
C-1414,all,44,29,1182,6156,13,53664,0,0,0,0,0,C,10,Alveolar fibroblast 1,44,29,1,1,1_5_1,LymphaticEndo
C-1418,all,64,26,1101,6893,13,64434,0,0,0,0,0,C,25,Alveolar type 2 cell,55,26,2,2,2_6,pDC
C-1419,all,41,24,1041,6714,33,66264,0,0,0,0,0,C,7,Alveolar type 1 cell,44,25,3,3,3_5,SMC
C-1422,all,37,23,1061,6275,33,57597,0,0,0,0,0,C,6,Alveolar type 2 cell,42,24,2,2,2_2,InflamMac
C-1423,all,26,14,1073,6982,37,41570,0,0,0,0,0,C,10,Alveolar type 2 cell,45,14,1,1,1_3,AT2
C-1424,all,53,32,564,6372,25,49151,0,0,0,0,0,C,7,Alveolar fibroblast 1,54,33,3,3,3_1,SMC
C-1426,all,18,7,1339,5900,19,21181,0,0,0,0,0,C,2,Alveolar type 1 cell,41,7,6,6,6,AT1
C-1428,all,60,34,1104,5720,11,70675,0,0,0,0,0,C,10,Capillary 1 cell,58,36,2,2,2_5,DC
C-1429,all,23,14,594,6728,4,10104,0,0,0,0,0,C,3,Sox9+/Id2+ epithelial cell,39,14,3,3,3_6,SCMF
C-1431,all,66,23,428,5861,27,46130,0,0,0,0,0,C,6,Alveolar type 1 cell,55,23,6,6,6,AT1
C-1432,all,7,5,1176,6238,29,9733,0,0,0,0,0,C,3,Mesothelial cell,28,7,6,6,6,AT1
C-1433,all,54,25,1655,6211,15,44029,0,0,0,0,0,C,14,Alveolar type 1 cell,52,25,6,6,6,AT1
C-1435,all,73,34,399,5908,14,79502,0,0,0,0,0,C,11,Sox9+/Id2+ epithelial cell,53,34,6,6,6,AT1
C-1436,all,40,18,1139,6303,27,43493,0,0,0,0,0,C,22,Sox9+/Id2+ epithelial cell,43,18,5,5,5_1,Pericyte
C-1438,all,92,38,1165,6714,30,96605,0,0,0,0,0,C,9,Arterial endothelial cell,61,38,2,2,2_4,Artery
C-1439,all,62,35,1176,6007,33,90650,0,0,0,0,0,C,9,Alveolar type 1 cell,54,35,6,6,6,AT1
C-1443,all,63,29,1115,6994,26,65169,0,0,0,0,0,C,17,Alveolar type 2 cell,56,30,3,3,3_5,SMC
C-1445,all,44,17,1317,5917,15,27524,0,0,0,0,0,C,6,Alveolar type 1 cell,46,17,6,6,6,AT1
C-1447,all,21,7,426,6183,17,18328,56,0,56,0,1,C,11,Alveolar type 2 cell,41,7,1,1,1_1,AT2
C-1448,all,49,18,1493,6852,17,92154,0,0,0,0,0,C,36,Sox9+/Id2+ epithelial cell,48,18,1,1,1_3,AT2
C-1449,all,22,18,1807,6325,33,42814,0,0,0,0,0,C,3,Interstitial macrophage,41,18,8,8,8_2,InterstitialMac
C-1450,all,133,61,1368,6251,22,144893,0,0,0,0,0,C,12,AT1/AT2,41,25,6,6,6,AT1
C-1451,all,57,25,1298,5892,15,27867,0,0,0,0,0,C,13,Alveolar type 1 cell,52,25,6,6,6,AT1
C-1453,all,126,52,1243,7244,16,138378,0,0,0,0,0,C,4,Capillary 1 cell,45,27,2,2,2_3,Vein
C-1455,all,55,30,785,6521,19,50245,0,0,0,0,0,C,11,Inflammatory monocyte,52,30,7,7,7_2,PatrolMac
C-1457,all,57,25,1389,5729,26,80422,0,0,0,0,0,C,15,Alveolar type 1 cell,53,25,6,6,6,AT1
C-1458,all,15,8,1156,6984,12,22589,0,0,0,0,0,C,10,Alveolar fibroblast 1,35,8,1,1,1_1,AT2
C-1461,all,59,34,1469,5980,13,74333,0,0,0,0,0,C,7,Capillary 1 cell,54,34,2,2,2_3,Vein
C-1462,all,15,10,1891,6254,31,19825,0,0,0,0,0,C,12,Vascular smooth muscle cell,34,10,5,5,5_1,Pericyte
C-1464,all,33,25,585,6330,25,31295,0,0,0,0,0,C,5,Capillary 1 cell,40,25,8,8,8_2,InterstitialMac
C-1465,all,9,3,1509,7468,41,14465,0,0,0,0,0,C,7,Sox9+/Id2+ epithelial cell,35,4,1,1,1_1,AT2
C-1466,all,19,8,963,6712,29,47645,0,0,0,0,0,C,12,Alveolar type 2 cell,41,8,1,1,1_3,AT2
C-1468,all,33,18,1109,6221,11,58341,0,0,0,0,0,C,2,Alveolar type 1 cell,43,18,6,6,6,AT1
C-1469,all,42,27,1505,5993,12,36627,0,0,0,0,0,C,6,B cell,43,27,1,1,1_5_2,AlveolarFib
C-1475,all,12,5,0,5780,8,13038,0,0,0,0,0,C,3,Mesothelial cell,31,7,2,2,2_5,DC
C-1477,all,101,33,1130,6336,27,65602,0,0,0,0,0,C,75,Alveolar type 2 cell,54,23,1,1,1_1,AT2
C-1479,all,152,64,1868,6220,21,146498,0,0,0,0,0,C,38,Pericyte,45,29,6,6,6,AT1
C-1481,all,44,14,1678,6053,12,58850,0,0,0,0,0,C,32,Alveolar type 2 cell,46,14,1,1,1_3,AT2
C-1485,all,11,9,637,6419,31,21111,0,0,0,0,0,C,2,B cell,34,9,2,2,2_6,pDC
C-1486,all,68,25,1368,5789,19,78756,0,0,0,0,0,C,16,Alveolar type 1 cell,54,25,6,6,6,AT1
C-1490,all,18,12,731,5848,11,44750,0,0,0,0,0,C,4,Alveolar fibroblast 1,39,13,3,3,3_1,SMC
C-1492,all,68,29,1146,6166,14,32202,0,0,0,0,0,C,11,Alveolar type 1 cell,56,29,6,6,6,AT1
C-1493,all,6,3,1334,6590,25,13448,0,0,0,0,0,C,5,Sox9+/Id2+ epithelial cell,32,5,6,6,6,AT1
C-1494,all,44,28,1397,5839,33,55324,0,0,0,0,0,C,3,Alveolar fibroblast 1,45,29,3,3,3_1,SMC
C-1500,all,24,15,609,6424,30,36344,0,0,0,0,0,C,6,CD4+ T cell,42,15,7,7,7_2,PatrolMac
C-1501,all,43,17,1661,6142,17,19243,0,0,0,0,0,C,9,Alveolar type 1 cell,46,17,6,6,6,AT1
C-1507,all,7,4,574,6240,9,7754,50,0,50,0,1,C,2,Alveolar macrophage,29,6,1,1,1_2_3,Tcell (CD4)
C-1509,all,45,28,1211,5823,26,54440,0,0,0,0,0,C,6,Capillary 1 cell,45,28,2,2,2_3,Vein
C-1513,all,52,32,1018,7177,17,30878,0,0,0,0,0,C,10,Interstitial macrophage,52,32,8,8,8_3,InterstitialMac
C-1515,all,33,17,1624,6038,13,43653,0,0,0,0,0,C,6,Alveolar type 2 cell,44,18,2,2,2_2,InflamMac
C-1520,all,18,14,2117,1689,32,48589,0,0,0,0,0,C,3,Endothelial progenitor cell,38,14,2,2,2_6,pDC
C-1523,all,24,16,3725,762,20,37392,0,0,0,0,0,C,5,Capillary 1 cell,42,16,2,2,2_1,Capillary
C-1524,all,49,32,2738,799,26,80050,0,0,0,0,0,C,7,Alveolar type 1 cell,49,32,3,3,3_6,SCMF
C-1525,all,33,19,2565,1919,17,84073,0,0,0,0,0,C,6,Secondary crest myofibroblast,42,20,3,3,3_1,SMC
C-1526,all,23,16,3734,967,17,44063,0,0,0,0,0,C,2,Venous endothelial cell,40,16,6,6,6,AT1
C-1527,all,17,15,2365,1567,37,28315,0,0,0,0,0,C,5,Alveolar macrophage,32,15,8,8,8_1,AlveolarMac
C-1530,all,47,24,3505,1045,36,65266,0,0,0,0,0,C,4,CD4+ T cell,47,24,3,3,3_4,AdventitialFib
C-1531,all,24,15,2565,562,14,43742,0,0,0,0,0,C,4,Alveolar type 1 cell,44,15,6,6,6,AT1
C-1532,all,38,21,3184,541,31,66224,0,0,0,0,0,C,10,Alveolar type 2 cell,44,22,3,3,3_1,SMC
C-1535,all,39,23,2611,1374,16,90473,0,0,0,0,0,C,10,B cell,42,23,9,9,9,Bcell
C-1536,all,23,17,3257,1721,33,34544,0,0,0,0,0,C,4,Alveolar type 1 cell,38,16,2,2,2_1,Capillary
C-1541,all,33,10,3474,1603,38,42624,0,0,0,0,0,C,9,Alveolar type 1 cell,43,10,6,6,6,AT1
C-1542,all,16,10,2535,1488,35,66507,0,0,0,0,0,C,8,B cell,31,10,9,9,9,Bcell
C-1545,all,11,10,3718,1645,24,32739,0,0,0,0,0,C,2,Proliferative mesenchymal progenitor cell,29,10,5,5,5_1,Pericyte
C-1547,all,33,19,1960,154,34,63298,0,0,0,0,0,C,3,Alveolar type 1 cell,41,19,6,6,6,AT1
C-1548,all,33,18,3756,1528,14,68772,0,0,0,0,0,C,6,Pericyte,40,18,5,5,5_1,Pericyte
C-1550,all,98,37,3167,1186,21,126417,0,0,0,0,0,C,49,Alveolar type 2 cell,58,33,1,1,1_3,AT2
C-1554,all,29,18,2014,751,24,36425,0,0,0,0,0,C,3,Neutrophil,41,19,2,2,2_2,InflamMac
C-1555,all,28,15,3500,1233,26,80876,0,0,0,0,0,C,4,Endothelial progenitor cell,46,14,2,2,2_1,Capillary
C-1556,all,45,25,2410,1343,29,84725,0,0,0,0,0,C,10,Alveolar type 1 cell,46,25,6,6,6,AT1
C-1557,all,41,23,3066,772,30,84390,0,0,0,0,0,C,4,Capillary 1 cell,43,23,1,1,1_3,AT2
C-1560,all,59,34,2151,1709,19,101050,0,0,0,0,0,C,12,Alveolar fibroblast 1,54,34,1,1,1_5_1,LymphaticEndo
C-1561,all,24,19,3748,547,17,91861,433,0,433,0,1,C,3,Venous endothelial cell,45,19,3,3,3_4,AdventitialFib
C-1562,all,21,12,3198,1001,32,35212,0,0,0,0,0,C,5,Inflammatory monocyte,42,14,2,2,2_5,DC
C-1563,all,36,21,2873,1616,33,43160,0,0,0,0,0,C,12,Pericyte,40,21,5,5,5_1,Pericyte
C-1566,all,33,19,3234,1920,8,73892,54,0,54,0,1,C,2,CD4+ T cell,43,19,1,1,1_2_1,Tcell (CD4)
C-1569,all,30,18,2495,554,14,80750,168,0,168,0,1,C,7,CD8+ T cell,40,18,2,2,2_1,Capillary
C-1570,all,18,11,2808,1040,22,35612,0,0,0,0,0,C,5,Alveolar type 2 cell,39,11,1,1,1_1,AT2
C-1571,all,14,12,3657,1332,13,31677,0,0,0,0,0,C,3,Sox9+/Id2+ epithelial cell,35,12,2,2,2_1,Capillary
C-1572,all,15,13,2930,1235,14,57444,0,0,0,0,0,C,2,Venous endothelial cell,35,14,2,2,2_3,Vein
C-1573,all,7,6,2336,1586,7,16523,0,0,0,0,0,C,2,Alveolar fibroblast 1,25,8,1,1,1_5_1,LymphaticEndo
C-1575,all,49,30,2496,459,24,130213,0,0,0,0,0,C,19,Alveolar fibroblast 1,48,30,1,1,1_5_1,LymphaticEndo
C-1576,all,34,20,2785,1068,14,58926,0,0,0,0,0,C,3,Basophil,46,22,2,2,2_5,DC
C-1579,all,59,25,3671,1297,29,101203,0,0,0,0,0,C,34,Pericyte,54,25,5,5,5_1,Pericyte
C-1580,all,40,15,3695,567,33,50256,0,0,0,0,0,C,5,Alveolar fibroblast 1,46,17,2,2,2_4,Artery
C-1581,all,8,4,2229,259,34,22458,0,0,0,0,0,C,3,B cell,31,5,9,9,9,Bcell
C-1582,all,26,15,3477,1339,21,82979,0,0,0,0,0,C,3,Neutrophil,41,15,1,1,1_6_2,Neutrophil
C-1583,all,60,20,3569,1707,17,67708,0,0,0,0,0,C,12,Inflammatory monocyte,53,20,6,6,6,AT1
C-1584,all,9,5,1989,1245,38,14974,0,0,0,0,0,C,7,Alveolar macrophage,36,6,1,1,1_3,AT2
C-1585,all,8,8,3084,1222,29,48954,0,0,0,0,0,C,3,Alveolar fibroblast 1,23,9,2,2,2_2,InflamMac
C-1590,all,25,16,2231,1923,28,42500,0,0,0,0,0,C,9,Alveolar fibroblast 1,40,16,2,2,2_1,Capillary
C-1591,all,9,7,2522,1944,36,27248,0,0,0,0,0,C,4,Inflammatory monocyte,29,9,2,2,2_5,DC
C-1593,all,37,19,2086,1564,33,80608,0,0,0,0,0,C,4,Alveolar fibroblast 1,43,20,2,2,2_4,Artery
C-1594,all,26,16,2120,1055,29,65714,0,0,0,0,0,C,10,CD8+ T cell,45,17,2,2,2_1,Capillary
C-1598,all,23,18,2370,385,29,60501,0,0,0,0,0,C,5,Natural killer cell,44,19,2,2,2_2,InflamMac
C-1599,all,36,19,3696,1552,19,79963,0,0,0,0,0,C,4,Sox9+/Id2+ epithelial cell,40,19,2,2,2_1,Capillary
C-1602,all,45,22,2377,1410,24,73984,0,0,0,0,0,C,7,Alveolar type 1 cell,45,22,6,6,6,AT1
C-1604,all,14,7,2212,235,35,36912,0,0,0,0,0,C,3,Proliferative mesenchymal progenitor cell,36,8,3,3,3_1,SMC
C-1607,all,20,3,3471,1857,29,39685,0,0,0,0,0,C,19,Sox9+/Id2+ epithelial cell,43,3,1,1,1_1,AT2
C-1608,all,8,8,2183,836,18,44865,0,0,0,0,0,C,2,Endothelial progenitor cell,29,10,2,2,2_1,Capillary
C-1609,all,68,38,3463,1428,20,143424,108,0,108,0,1,C,4,CD8+ T cell,58,37,2,2,2_1,Capillary
