orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
J-172,all,141,60,330,762,37,40178,0,0,0,0,0,J,73,Alveolar fibroblast 1,43,18,4,4,4_2,ClubEpi
J-174,all,233,65,365,358,31,75020,0,0,0,0,0,J,19,Inflammatory monocyte,54,32,3,3,3_3,AdventitialFib
J-175,all,367,112,101,439,15,115679,0,0,0,0,0,J,83,Ciliated cell,43,29,4,4,4_1_1,ClubEpi
J-176,all,37,18,396,995,24,34256,0,0,0,0,0,J,13,CD8+ T cell,43,19,3,3,3_2,SMC
J-177,all,88,53,154,63,39,35876,0,0,0,0,0,J,12,Secondary crest myofibroblast,65,53,3,3,3_2,SMC
J-179,all,283,115,34,245,17,75089,0,0,0,0,0,J,71,Alveolar fibroblast 1,42,32,4,4,4_1_1,ClubEpi
J-180,all,67,37,354,492,35,29146,0,0,0,0,0,J,12,CD4+ T cell,52,38,3,3,3_2,SMC
J-181,all,30,16,1894,1257,34,80458,0,0,0,0,0,J,8,Pericyte,39,16,5,5,5_3,Pericyte
J-182,all,68,28,414,819,35,32857,0,0,0,0,0,J,10,CD4+ T cell,57,29,3,3,3_2,SMC
J-183,all,342,120,133,347,30,91636,0,0,0,0,0,J,105,Ciliated cell,44,33,4,4,4_1_1,CiliatedEpi
J-184,all,192,82,678,1860,29,63986,0,0,0,0,0,J,75,Alveolar type 1 cell,50,33,3,3,3_3,AdventitialFib
J-186,all,168,63,1453,1476,34,76778,0,0,0,0,0,J,7,Inflammatory monocyte,55,40,1,1,1_4_1,AlveolarFib
J-187,all,25,16,481,1063,19,45060,0,0,0,0,0,J,12,Secondary crest myofibroblast,40,17,3,3,3_2,SMC
J-188,all,114,43,451,929,33,74241,0,0,0,0,0,J,28,CD4+ T cell,49,26,3,3,3_2,SMC
J-189,all,57,38,609,1490,31,26864,0,0,0,0,0,J,12,Capillary 1 cell,56,38,1,1,1_2_1,Tcell (CD4)
J-190,all,116,46,823,1614,20,86028,0,0,0,0,0,J,8,B cell,44,29,3,3,3_4,AdventitialFib
J-192,all,390,119,270,928,14,98574,0,0,0,0,0,J,151,B cell,48,42,4,4,4_1_2,CiliatedEpi
J-194,all,51,25,1410,1383,40,21724,0,0,0,0,0,J,2,T regulatory cell,52,26,1,1,1_6_2,Neutrophil
J-195,all,58,32,378,9,18,43574,0,0,0,0,0,J,14,Proliferative mesenchymal progenitor cell,55,32,3,3,3_3,AdventitialFib
J-196,all,217,74,641,1253,24,115561,0,0,0,0,0,J,12,B cell,52,39,1,1,1_2_1,Tcell (CD4)
J-198,all,99,38,1419,1554,27,55626,0,0,0,0,0,J,3,CD4+ T cell,62,37,1,1,1_2_1,Tcell (CD4)
J-200,all,35,20,1790,1007,37,23568,0,0,0,0,0,J,2,Mesothelial cell,41,20,3,3,3_3,AdventitialFib
