orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
F-241,all,20,13,642,960,31,39790,0,0,0,0,0,F,6,Alveolar fibroblast 1,39,13,9,9,9,Bcell
F-242,all,75,22,802,1544,28,82351,0,0,0,0,0,F,28,Alveolar type 1 cell,54,22,6,6,6,AT1
F-243,all,61,22,1703,334,10,44642,0,0,0,0,0,F,9,Alveolar type 1 cell,52,22,6,6,6,AT1
F-244,all,73,21,607,1905,22,93183,0,0,0,0,0,F,58,Interstitial macrophage,54,21,8,8,8_3,InterstitialMac
F-247,all,36,21,722,191,8,31959,0,0,0,0,0,F,7,Pericyte,42,21,5,5,5_1,Pericyte
F-250,all,25,7,611,5,6,19749,0,0,0,0,0,F,6,CD8+ T cell,43,7,7,7,7_2,PatrolMac
F-251,all,56,23,665,1020,15,87493,0,0,0,0,0,F,22,Sox9+/Id2+ epithelial cell,52,23,2,2,2_6,pDC
F-253,all,39,20,1395,902,16,76540,0,0,0,0,0,F,5,CD4+ T cell,45,20,3,3,3_4,AdventitialFib
F-256,all,31,21,128,979,12,32479,0,0,0,0,0,F,10,Alveolar macrophage,40,21,8,8,8_1,AlveolarMac
F-257,all,28,14,1166,11,28,66060,0,0,0,0,0,F,5,Alveolar type 2 cell,39,15,3,3,3_1,SMC
F-259,all,27,16,378,1037,9,52462,0,0,0,0,0,F,2,Capillary 1 cell,42,16,7,7,7_2,PatrolMac
F-261,all,14,8,496,1308,8,24104,0,0,0,0,0,F,2,Endothelial progenitor cell,34,9,2,2,2_1,Capillary
F-263,all,71,33,1424,1488,16,88277,51,51,0,1,0,F,13,Sox9+/Id2+ epithelial cell,53,33,8,8,8_1,AlveolarMac
F-264,all,31,18,1430,1232,20,70419,0,0,0,0,0,F,4,Capillary 1 cell,39,18,2,2,2_1,Capillary
F-265,all,91,42,1230,1581,18,110609,0,0,0,0,0,F,13,Pericyte,62,43,1,1,1_4_1,AlveolarFib
F-268,all,35,18,1456,1010,27,113566,0,0,0,0,0,F,11,Alveolar macrophage,44,19,3,3,3_1,SMC
F-269,all,46,18,616,1848,8,48632,0,0,0,0,0,F,31,Alveolar fibroblast 1,47,18,1,1,1_1,AT2
