,column,row,z,gene_name,cell_barcode,raw_cell_barcode,gridc_gridr_tilenum
9058,1121,1637,40,Il6st,94,93,"0,0,56"
9059,1368,1645,40,Vegfa,288,287,"0,0,56"
9060,1134,1645,40,Rtkn2,94,93,"0,0,56"
9061,1143,1648,40,Vegfa,94,93,"0,0,56"
9062,1149,1652,40,Vegfa,94,93,"0,0,56"
9063,1131,1654,40,Vegfa,94,93,"0,0,56"
9064,1147,1657,40,Vegfa,94,93,"0,0,56"
9065,1268,1704,40,Vegfa,314,313,"0,0,56"
9066,1296,1725,40,Gja5,62,61,"0,0,56"
9067,1266,1726,40,Apaf1,110,109,"0,0,56"
9068,1268,1731,40,Vegfa,404,403,"0,0,56"
9069,1260,1731,40,Csf2,404,403,"0,0,56"
9070,1284,1733,40,Gja5,62,61,"0,0,56"
9071,1270,1733,40,Vegfa,404,403,"0,0,56"
9072,1255,1760,40,Il10ra,404,403,"0,0,56"
9073,1311,1885,40,Il6st,276,275,"0,0,56"
9074,1340,1912,40,Rsph1,276,275,"0,0,56"
9075,1131,1609,41,Vegfa,94,93,"0,0,56"
9076,1145,1631,41,Vegfa,94,93,"0,0,56"
9077,1146,1641,41,Vegfa,94,93,"0,0,56"
9078,1146,1646,41,Vegfa,94,93,"0,0,56"
9079,1139,1652,41,Apaf1,94,93,"0,0,56"
9080,1142,1661,41,Itgb6,94,93,"0,0,56"
9081,1135,1663,41,Vegfa,94,93,"0,0,56"
9082,1091,1678,41,Col1a2,72,71,"0,0,56"
9083,1287,1733,41,Gja5,62,61,"0,0,56"
9084,1274,1755,41,Irf9,336,335,"0,0,56"
9085,1519,1768,41,Scgb1a1,373,372,"0,0,56"
9086,1202,1793,41,Gja5,206,205,"0,0,56"
9087,1230,1835,41,Tnf,76,75,"0,0,56"
9088,1250,1837,41,Pias1,375,374,"0,0,56"
9089,1252,1844,41,Pias1,76,75,"0,0,56"
9090,1316,1862,41,Scgb1a1,67,66,"0,0,56"
9091,1318,1884,41,Mcl1,276,275,"0,0,56"
9092,1347,1897,41,Bst2,276,275,"0,0,56"
9093,1349,1899,41,Bst2,276,275,"0,0,56"
9094,1349,1906,41,Scgb1a1,276,275,"0,0,56"
9095,1109,1587,42,Icam1,212,211,"0,0,56"
9096,1119,1610,42,Grm8,212,211,"0,0,56"
9097,1133,1614,42,Vegfa,94,93,"0,0,56"
9098,1140,1628,42,Vegfa,94,93,"0,0,56"
9099,1144,1637,42,Vegfa,94,93,"0,0,56"
9100,1147,1659,42,Vegfa,94,93,"0,0,56"
9101,1260,1728,42,Mcl1,404,403,"0,0,56"
9102,1266,1736,42,Vegfa,404,403,"0,0,56"
9103,1522,1772,42,Rtkn2,373,372,"0,0,56"
9104,1190,1785,42,Hhip,206,205,"0,0,56"
9105,1253,1837,42,Pias1,375,374,"0,0,56"
9106,1309,1864,42,Scgb1a1,67,66,"0,0,56"
9107,1327,1876,42,Sftpc,276,275,"0,0,56"
9108,1334,1896,42,Col1a2,276,275,"0,0,56"
9109,1118,1599,43,Vegfa,212,211,"0,0,56"
9110,1130,1610,43,Vegfa,94,93,"0,0,56"
9111,1134,1624,43,Rtkn2,94,93,"0,0,56"
9112,1132,1643,43,Il18bp,94,93,"0,0,56"
9113,1132,1646,43,Irf9,94,93,"0,0,56"
9114,1298,1724,43,Gja5,62,61,"0,0,56"
9115,1243,1749,43,Hhip,404,403,"0,0,56"
9116,1520,1768,43,Scgb1a1,373,372,"0,0,56"
9117,1226,1803,43,Nr4a1,403,402,"0,0,56"
9118,1314,1961,43,Mcl1,276,275,"0,0,56"
9119,1119,1606,44,Rtkn2,212,211,"0,0,56"
9120,1114,1633,44,Il12rb1,94,93,"0,0,56"
9121,1145,1663,44,Vegfa,94,93,"0,0,56"
9122,1267,1778,44,Col1a2,336,335,"0,0,56"
9123,1266,1781,44,Tgfb1,336,335,"0,0,56"
9124,1331,1911,44,Nfkb1,276,275,"0,0,56"
9125,1067,1595,0,Sftpc,225,224,"0,0,56"
9126,1073,1600,0,Sftpc,212,211,"0,0,56"
9127,1046,1601,0,Sftpc,225,224,"0,0,56"
9128,1242,1698,0,Sftpc,110,109,"0,0,56"
9129,1250,1700,0,Sftpc,110,109,"0,0,56"
9130,1245,1700,0,Sftpc,110,109,"0,0,56"
9131,1239,1701,0,Sftpc,110,109,"0,0,56"
9132,1268,1708,0,Sftpc,110,109,"0,0,56"
9133,1259,1918,0,Dusp8,223,222,"0,0,56"
9134,1248,1925,0,Npnt,223,222,"0,0,56"
9135,1061,1619,1,Sftpc,225,224,"0,0,56"
9136,1226,1702,1,Sftpc,110,109,"0,0,56"
9137,1257,1718,2,Sftpc,110,109,"0,0,56"
9138,1243,1898,1,Stat2,223,222,"0,0,56"
9139,1248,1917,1,Cxcl3,223,222,"0,0,56"
9140,1046,1598,3,Sftpc,225,224,"0,0,56"
9141,1234,1695,2,Sftpc,110,109,"0,0,56"
9142,1477,1699,2,Itgam,109,108,"0,0,56"
9143,1255,1701,2,Sftpc,110,109,"0,0,56"
9144,1038,1601,3,Sftpc,225,224,"0,0,56"
9145,1277,1624,3,Adam23,254,253,"0,0,56"
9146,1065,1633,3,Sftpc,225,224,"0,0,56"
9147,1379,1652,3,Sftpc,288,287,"0,0,56"
9148,1116,1695,3,Il1r1,72,71,"0,0,56"
9149,1268,1707,3,Sftpc,110,109,"0,0,56"
9150,1257,1707,3,Sftpc,110,109,"0,0,56"
9151,1251,1719,3,Sftpc,110,109,"0,0,56"
9152,1058,1719,3,Oasl2,55,54,"0,0,56"
9153,1244,1919,3,Npnt,223,222,"0,0,56"
9154,1060,1595,4,Sftpc,225,224,"0,0,56"
9155,1073,1635,4,Sftpc,225,224,"0,0,56"
9156,1250,1709,4,Sftpc,110,109,"0,0,56"
9157,1241,1711,4,Sftpc,110,109,"0,0,56"
9158,1265,1720,4,Sftpc,110,109,"0,0,56"
9159,1259,1723,4,Sftpc,110,109,"0,0,56"
9160,1259,1826,4,Il6ra,375,374,"0,0,56"
9161,1248,1879,4,Myh11,378,377,"0,0,56"
9162,1045,1621,5,Sftpc,225,224,"0,0,56"
9163,1249,1696,5,Cd200,110,109,"0,0,56"
9164,1237,1705,5,Sftpc,110,109,"0,0,56"
9165,1063,1710,6,Lama3,55,54,"0,0,56"
9166,1226,1914,6,Plxnd1,223,222,"0,0,56"
9167,1209,1576,6,Sftpc,30,29,"0,0,56"
9168,1263,1702,6,Sftpc,110,109,"0,0,56"
9169,1270,1716,6,Sftpc,314,313,"0,0,56"
9170,1304,1721,6,Stat2,62,61,"0,0,56"
9171,1270,1724,6,Sftpc,110,109,"0,0,56"
9172,1446,1749,6,Ifnar1,252,251,"0,0,56"
9173,1220,1914,6,Plxnd1,223,222,"0,0,56"
9174,1193,1557,8,Sftpc,30,29,"0,0,56"
9175,1196,1560,7,Sftpc,30,29,"0,0,56"
9176,1199,1571,7,Sftpc,30,29,"0,0,56"
9177,1062,1595,7,Sftpc,225,224,"0,0,56"
9178,1032,1605,7,Sftpc,225,224,"0,0,56"
9179,1044,1629,7,Sftpc,225,224,"0,0,56"
9180,1403,1654,7,Sftpc,58,57,"0,0,56"
9181,1232,1710,7,Sftpc,110,109,"0,0,56"
9182,1238,1717,7,Sftpc,110,109,"0,0,56"
9183,1265,1726,7,Sftpc,110,109,"0,0,56"
9184,1085,1480,8,Npnt,46,45,"0,0,56"
9185,1214,1569,8,Sftpc,30,29,"0,0,56"
9186,1215,1578,8,Sftpc,30,29,"0,0,56"
9187,1048,1593,8,Sftpc,225,224,"0,0,56"
9188,1035,1617,8,Sftpc,225,224,"0,0,56"
9189,1048,1629,8,Sftpc,225,224,"0,0,56"
9190,1071,1634,8,Spn,225,224,"0,0,56"
9191,1053,1634,8,Sftpc,225,224,"0,0,56"
9192,1405,1642,8,Sftpc,58,57,"0,0,56"
9193,1400,1654,8,Sftpc,58,57,"0,0,56"
9194,1234,1689,8,Sftpc,110,109,"0,0,56"
9195,1247,1697,8,Sftpc,110,109,"0,0,56"
9196,1233,1716,8,Sftpc,110,109,"0,0,56"
9197,1263,1732,8,Sftpc,404,403,"0,0,56"
9198,1269,1734,8,Sftpc,404,403,"0,0,56"
9199,1034,1745,8,Ly6c2,55,54,"0,0,56"
9200,1208,1565,9,Sftpc,30,29,"0,0,56"
9201,1197,1579,9,Sftpc,30,29,"0,0,56"
9202,1095,1620,9,Sftpc,212,211,"0,0,56"
9203,1387,1621,9,Sftpc,58,57,"0,0,56"
9204,1396,1640,9,Sftpc,58,57,"0,0,56"
9205,1043,1677,9,Ccl12,42,41,"0,0,56"
9206,1363,1682,9,Psmb9,288,287,"0,0,56"
9207,1242,1697,9,Sftpc,110,109,"0,0,56"
9208,1226,1710,9,Lamp3,110,109,"0,0,56"
9209,1287,1721,9,Sftpc,314,313,"0,0,56"
9210,1273,1731,9,Sftpc,404,403,"0,0,56"
9211,1254,1735,9,Sftpc,404,403,"0,0,56"
9212,1259,1740,9,Sftpc,404,403,"0,0,56"
9213,1236,1899,9,Myh11,223,222,"0,0,56"
9214,1217,1909,9,Gbp7,223,222,"0,0,56"
9215,1223,1566,10,Sftpc,30,29,"0,0,56"
9216,1194,1570,10,Sftpc,30,29,"0,0,56"
9217,1059,1590,10,Sftpc,225,224,"0,0,56"
9218,1055,1592,10,Sftpc,225,224,"0,0,56"
9219,1045,1593,10,Sftpc,225,224,"0,0,56"
9220,1095,1612,10,Sftpc,212,211,"0,0,56"
9221,1041,1616,10,Lama3,225,224,"0,0,56"
9222,1057,1633,10,Sftpc,225,224,"0,0,56"
9223,1392,1634,10,Sftpc,58,57,"0,0,56"
9224,1389,1641,10,Lamp3,58,57,"0,0,56"
9225,1402,1650,10,Sftpc,58,57,"0,0,56"
9226,1166,1693,10,Ifngr1,122,121,"0,0,56"
9227,1290,1716,10,Sftpc,314,313,"0,0,56"
9228,1286,1718,10,Sftpc,314,313,"0,0,56"
9229,1216,1559,11,Sftpc,30,29,"0,0,56"
9230,1218,1562,11,Sftpc,30,29,"0,0,56"
9231,1197,1563,11,Sftpc,30,29,"0,0,56"
9232,1195,1563,11,Sftpc,30,29,"0,0,56"
9233,1212,1567,11,Sftpc,30,29,"0,0,56"
9234,1199,1567,11,Sftpc,30,29,"0,0,56"
9235,1200,1579,11,Irf7,30,29,"0,0,56"
9236,1205,1580,11,Sftpc,30,29,"0,0,56"
9237,1038,1593,11,Sftpc,225,224,"0,0,56"
9238,1094,1601,11,Sftpc,212,211,"0,0,56"
9239,1087,1605,11,Sftpc,212,211,"0,0,56"
9240,1077,1607,11,Sftpc,212,211,"0,0,56"
9241,1092,1612,11,Sftpc,212,211,"0,0,56"
9242,1082,1614,11,Sftpc,212,211,"0,0,56"
9243,1061,1618,11,Casp1,225,224,"0,0,56"
9244,1083,1632,12,Sftpc,212,211,"0,0,56"
9245,1412,1633,11,Sftpc,58,57,"0,0,56"
9246,1384,1648,11,Sftpc,58,57,"0,0,56"
9247,1220,1699,11,Sftpc,110,109,"0,0,56"
9248,1247,1709,11,Sftpc,110,109,"0,0,56"
9249,1271,1710,11,Sftpc,314,313,"0,0,56"
9250,1235,1715,11,Sftpc,110,109,"0,0,56"
9251,1241,1733,11,Sftpc,110,109,"0,0,56"
9252,1242,1735,11,Sftpc,404,403,"0,0,56"
9253,1502,1747,11,Sftpc,174,173,"0,0,56"
9254,1496,1748,11,Sftpc,174,173,"0,0,56"
9255,1256,1903,11,Myh11,378,377,"0,0,56"
9256,1097,1587,12,Sftpc,212,211,"0,0,56"
9257,1070,1602,12,Sftpc,225,224,"0,0,56"
9258,1401,1609,12,Sftpc,58,57,"0,0,56"
9259,1065,1621,12,Birc3,225,224,"0,0,56"
9260,1407,1635,12,Sftpc,58,57,"0,0,56"
9261,1386,1652,12,Sftpc,58,57,"0,0,56"
9262,1222,1692,12,Sftpc,110,109,"0,0,56"
9263,1243,1697,12,Sftpc,110,109,"0,0,56"
9264,1219,1702,12,Sftpc,110,109,"0,0,56"
9265,1226,1707,12,Sftpc,110,109,"0,0,56"
9266,1268,1710,12,Sftpc,314,313,"0,0,56"
9267,1147,1712,12,Dusp8,122,121,"0,0,56"
9268,1251,1859,12,Itga5,378,377,"0,0,56"
9269,1194,1542,13,Sftpc,30,29,"0,0,56"
9270,1230,1543,13,Sftpc,30,29,"0,0,56"
9271,1231,1550,13,Sftpc,30,29,"0,0,56"
9272,1209,1553,13,Sftpc,30,29,"0,0,56"
9273,1186,1560,13,Sftpc,30,29,"0,0,56"
9274,1192,1570,13,Sftpc,30,29,"0,0,56"
9275,1189,1573,13,Sftpc,30,29,"0,0,56"
9276,1212,1581,13,Sftpc,30,29,"0,0,56"
9277,1034,1589,13,Sftpc,225,224,"0,0,56"
9278,1079,1591,13,Sftpc,212,211,"0,0,56"
9279,1085,1596,13,Sftpc,212,211,"0,0,56"
9280,1032,1597,13,Sftpc,225,224,"0,0,56"
9281,1404,1603,14,Sftpc,58,57,"0,0,56"
9282,1086,1613,13,Sftpc,212,211,"0,0,56"
9283,1382,1622,13,Sftpc,58,57,"0,0,56"
9284,1405,1648,13,Sftpc,58,57,"0,0,56"
9285,1379,1648,13,Sftpc,288,287,"0,0,56"
9286,1072,1726,13,Lama3,55,54,"0,0,56"
9287,1266,1743,14,Npnt,404,403,"0,0,56"
9288,1261,1757,13,Sftpc,336,335,"0,0,56"
9289,1266,1762,13,Sftpc,336,335,"0,0,56"
9290,1262,1858,13,Myh11,378,377,"0,0,56"
9291,1250,1932,13,Myh11,223,222,"0,0,56"
9292,1075,1592,14,Sftpc,212,211,"0,0,56"
9293,1397,1612,14,Sftpc,58,57,"0,0,56"
9294,1377,1624,14,Sftpc,58,57,"0,0,56"
9295,1051,1629,15,Sftpc,225,224,"0,0,56"
9296,1061,1630,14,Sftpc,225,224,"0,0,56"
9297,1408,1633,14,Sftpc,58,57,"0,0,56"
9298,1412,1640,14,Sftpc,58,57,"0,0,56"
9299,1401,1654,14,Sftpc,58,57,"0,0,56"
9300,1397,1654,14,Sftpc,58,57,"0,0,56"
9301,1379,1658,14,Sftpc,288,287,"0,0,56"
9302,1100,1659,14,Nrp2,94,93,"0,0,56"
9303,1351,1667,14,Cdkn1a,288,287,"0,0,56"
9304,1237,1696,14,Sftpc,110,109,"0,0,56"
9305,1244,1739,14,Sftpc,404,403,"0,0,56"
9306,1065,1739,14,Ifngr1,55,54,"0,0,56"
9307,1433,1786,14,Tradd,252,251,"0,0,56"
9308,1227,1531,15,Sftpc,30,29,"0,0,56"
9309,1234,1557,15,Sftpc,30,29,"0,0,56"
9310,1230,1562,16,Sftpc,30,29,"0,0,56"
9311,1225,1564,15,Sftpc,30,29,"0,0,56"
9312,1187,1567,15,Sftpc,30,29,"0,0,56"
9313,1198,1576,15,Sftpc,30,29,"0,0,56"
9314,1042,1588,15,Sftpc,225,224,"0,0,56"
9315,1070,1590,16,Sftpc,212,211,"0,0,56"
9316,1068,1594,15,Sftpc,225,224,"0,0,56"
9317,1034,1610,15,Sftpc,225,224,"0,0,56"
9318,1035,1624,15,Sftpc,225,224,"0,0,56"
9319,1064,1628,15,Sftpc,225,224,"0,0,56"
9320,1076,1631,15,Sftpc,212,211,"0,0,56"
9321,1374,1655,15,Sftpc,288,287,"0,0,56"
9322,1382,1661,15,Sftpc,288,287,"0,0,56"
9323,1288,1748,15,Sftpc,62,61,"0,0,56"
9324,1520,1755,15,Sftpc,373,372,"0,0,56"
9325,1184,1539,16,Sftpc,30,29,"0,0,56"
9326,1184,1564,16,Icam2,30,29,"0,0,56"
9327,1217,1574,16,Sftpc,30,29,"0,0,56"
9328,1192,1574,16,Sftpc,30,29,"0,0,56"
9329,1053,1584,16,Sftpc,225,224,"0,0,56"
9330,1047,1592,16,Sftpc,225,224,"0,0,56"
9331,1051,1596,16,Npnt,225,224,"0,0,56"
9332,1079,1598,16,Sftpc,212,211,"0,0,56"
9333,1406,1606,16,Sftpc,58,57,"0,0,56"
9334,1389,1617,16,Sftpc,58,57,"0,0,56"
9335,1516,1621,16,Dusp8,130,129,"0,0,56"
9336,1088,1622,16,Sftpc,212,211,"0,0,56"
9337,1375,1638,16,Sftpc,288,287,"0,0,56"
9338,1349,1646,16,Cdkn1a,288,287,"0,0,56"
9339,1300,1715,16,Sftpc,62,61,"0,0,56"
9340,1264,1748,16,Sftpc,404,403,"0,0,56"
9341,1273,1756,16,Sftpc,336,335,"0,0,56"
9342,1274,1761,16,Sftpc,336,335,"0,0,56"
9343,1461,1783,16,Il6ra,162,161,"0,0,56"
9344,1185,1537,17,Sftpc,30,29,"0,0,56"
9345,1238,1550,17,Sftpc,30,29,"0,0,56"
9346,1217,1554,17,Sftpc,30,29,"0,0,56"
9347,1218,1570,17,Sftpc,30,29,"0,0,56"
9348,1036,1592,17,Sftpc,225,224,"0,0,56"
9349,1076,1602,17,Sftpc,212,211,"0,0,56"
9350,1038,1609,17,Sftpc,225,224,"0,0,56"
9351,1413,1617,17,Sftpc,58,57,"0,0,56"
9352,1080,1621,17,Sftpc,212,211,"0,0,56"
9353,1512,1625,17,Cdkn1a,130,129,"0,0,56"
9354,1062,1634,17,Sftpc,225,224,"0,0,56"
9355,1399,1667,17,Sftpc,58,57,"0,0,56"
9356,1494,1693,17,Plxnd1,129,128,"0,0,56"
9357,1233,1693,17,Sftpc,110,109,"0,0,56"
9358,1239,1717,17,Sftpc,110,109,"0,0,56"
9359,1277,1744,17,Sftpc,336,335,"0,0,56"
9360,1514,1753,17,Sftpc,174,173,"0,0,56"
9361,1503,1760,17,Sftpc,174,173,"0,0,56"
9362,1510,1764,17,Sftpc,174,173,"0,0,56"
9363,1267,1771,17,Sftpc,336,335,"0,0,56"
9364,1238,1538,18,Sftpc,30,29,"0,0,56"
9365,1236,1542,18,Sftpc,30,29,"0,0,56"
9366,1133,1541,18,Ccr7,25,24,"0,0,56"
9367,1041,1587,18,Sftpc,225,224,"0,0,56"
9368,1066,1609,18,Sftpc,225,224,"0,0,56"
9369,1074,1608,18,Sftpc,212,211,"0,0,56"
9370,1037,1616,18,Sftpc,225,224,"0,0,56"
9371,1384,1627,18,Sftpc,58,57,"0,0,56"
9372,1076,1632,18,Sftpc,212,211,"0,0,56"
9373,1135,1659,18,Npnt,94,93,"0,0,56"
9374,1406,1666,18,Sftpc,58,57,"0,0,56"
9375,1398,1672,18,Sftpc,58,57,"0,0,56"
9376,1271,1726,18,Sftpc,110,109,"0,0,56"
9377,1301,1739,18,Pdgfrb,62,61,"0,0,56"
9378,1494,1759,18,Sftpc,174,173,"0,0,56"
9379,1257,1761,18,Sftpc,404,403,"0,0,56"
9380,1269,1767,18,Sftpc,336,335,"0,0,56"
9381,1252,1890,18,Pdgfrb,378,377,"0,0,56"
9382,1224,1903,18,Il12b,223,222,"0,0,56"
9383,1220,1913,18,Ly6c2,223,222,"0,0,56"
9384,1190,1544,19,Sftpc,30,29,"0,0,56"
9385,1204,1548,19,Sftpc,30,29,"0,0,56"
9386,1216,1551,19,Sftpc,30,29,"0,0,56"
9387,1215,1557,19,Sftpc,30,29,"0,0,56"
9388,1218,1561,20,Sftpc,30,29,"0,0,56"
9389,1205,1563,19,Sftpc,30,29,"0,0,56"
9390,1209,1574,19,Sftpc,30,29,"0,0,56"
9391,1072,1601,19,Ly6c2,212,211,"0,0,56"
9392,1405,1646,19,Sftpc,58,57,"0,0,56"
9393,1406,1664,19,Sftpc,58,57,"0,0,56"
9394,1229,1694,19,Sftpc,110,109,"0,0,56"
9395,1520,1718,19,Sftpc,322,321,"0,0,56"
9396,1506,1736,19,Sftpc,174,173,"0,0,56"
9397,1274,1736,19,Sftpc,404,403,"0,0,56"
9398,1260,1748,19,Sftpc,404,403,"0,0,56"
9399,1492,1749,19,Sftpc,174,173,"0,0,56"
9400,1269,1763,19,Sftpc,336,335,"0,0,56"
9401,1278,1765,19,Sftpc,336,335,"0,0,56"
9402,1190,1557,20,Sftpc,30,29,"0,0,56"
9403,1192,1566,20,Sftpc,30,29,"0,0,56"
9404,1041,1600,20,Sftpc,225,224,"0,0,56"
9405,1062,1607,20,Sftpc,225,224,"0,0,56"
9406,1394,1612,20,Sftpc,58,57,"0,0,56"
9407,1040,1614,20,Dusp16,225,224,"0,0,56"
9408,1053,1628,20,Sftpc,225,224,"0,0,56"
9409,1059,1632,20,Sftpc,225,224,"0,0,56"
9410,1409,1643,20,Sftpc,58,57,"0,0,56"
9411,1372,1650,20,Sftpc,288,287,"0,0,56"
9412,1032,1675,20,Il6ra,42,41,"0,0,56"
9413,1227,1695,20,Sftpc,110,109,"0,0,56"
9414,1533,1719,20,Sftpc,334,333,"0,0,56"
9415,1074,1720,20,Casp1,55,54,"0,0,56"
9416,1259,1746,20,Sftpc,404,403,"0,0,56"
9417,1286,1757,20,Sftpc,336,335,"0,0,56"
9418,1270,1761,20,Sftpc,336,335,"0,0,56"
9419,1448,1783,20,Lama3,252,251,"0,0,56"
9420,1246,1900,20,Myh11,223,222,"0,0,56"
9421,1230,1534,21,Sftpc,30,29,"0,0,56"
9422,1214,1537,21,Sftpc,30,29,"0,0,56"
9423,1231,1553,21,Sftpc,30,29,"0,0,56"
9424,1035,1607,21,Sftpc,225,224,"0,0,56"
9425,1414,1611,21,Sftpc,58,57,"0,0,56"
9426,1400,1612,21,Sftpc,58,57,"0,0,56"
9427,1046,1614,21,Sftpc,225,224,"0,0,56"
9428,1060,1621,21,Sftpc,225,224,"0,0,56"
9429,1421,1625,21,Sftpc,58,57,"0,0,56"
9430,1413,1635,21,Sftpc,58,57,"0,0,56"
9431,1418,1640,21,Sftpc,58,57,"0,0,56"
9432,1414,1649,21,Sftpc,58,57,"0,0,56"
9433,1387,1652,21,Sftpc,58,57,"0,0,56"
9434,1371,1668,21,Scgb1a1,288,287,"0,0,56"
9435,1037,1690,21,Ccl12,42,41,"0,0,56"
9436,1231,1697,21,Sftpc,110,109,"0,0,56"
9437,1224,1707,21,Sftpc,110,109,"0,0,56"
9438,1288,1726,21,Sftpc,62,61,"0,0,56"
9439,1286,1746,21,Il6st,336,335,"0,0,56"
9440,1249,1906,21,Myh11,223,222,"0,0,56"
9441,1193,1546,22,Sftpc,30,29,"0,0,56"
9442,1048,1593,22,Sftpc,225,224,"0,0,56"
9443,1050,1600,22,Sftpc,225,224,"0,0,56"
9444,1060,1602,22,Il18r1,225,224,"0,0,56"
9445,1048,1603,22,Sftpc,225,224,"0,0,56"
9446,1062,1613,23,Sftpc,225,224,"0,0,56"
9447,1364,1651,22,Sftpc,288,287,"0,0,56"
9448,1411,1653,22,Sftpc,58,57,"0,0,56"
9449,1369,1661,22,Sftpc,288,287,"0,0,56"
9450,1408,1676,22,Sftpc,58,57,"0,0,56"
9451,1237,1695,22,Sftpc,110,109,"0,0,56"
9452,1241,1697,22,Sftpc,110,109,"0,0,56"
9453,1264,1707,22,Sftpc,314,313,"0,0,56"
9454,1249,1739,22,Sftpc,404,403,"0,0,56"
9455,1262,1763,22,Sftpc,404,403,"0,0,56"
9456,1534,1767,22,Sftpc,373,372,"0,0,56"
9457,1324,1950,22,Sftpc,276,275,"0,0,56"
9458,1192,1537,23,Sftpc,30,29,"0,0,56"
9459,1227,1549,23,Sftpc,30,29,"0,0,56"
9460,1044,1593,23,Sftpc,225,224,"0,0,56"
9461,1377,1635,23,Sftpc,288,287,"0,0,56"
9462,1377,1639,23,Sftpc,288,287,"0,0,56"
9463,1227,1703,23,Sftpc,110,109,"0,0,56"
9464,1230,1710,23,Sftpc,110,109,"0,0,56"
9465,1195,1784,23,Ly6c2,206,205,"0,0,56"
9466,1337,1937,23,Sftpc,276,275,"0,0,56"
9467,1342,1939,23,Sftpc,276,275,"0,0,56"
9468,1509,1574,24,Il1r1,293,292,"0,0,56"
9469,1054,1601,24,Sftpc,225,224,"0,0,56"
9470,1050,1612,24,Sftpc,225,224,"0,0,56"
9471,1415,1616,24,Sftpc,58,57,"0,0,56"
9472,1134,1632,24,Npnt,94,93,"0,0,56"
9473,1387,1647,24,Sftpc,58,57,"0,0,56"
9474,1319,1724,24,Pdgfrb,62,61,"0,0,56"
9475,1239,1725,24,Sftpc,110,109,"0,0,56"
9476,1244,1737,24,Sftpc,404,403,"0,0,56"
9477,1257,1742,24,Sftpc,404,403,"0,0,56"
9478,1267,1758,24,Npnt,336,335,"0,0,56"
9479,1492,1763,24,Sftpc,174,173,"0,0,56"
9480,1456,1798,24,Psmb9,162,161,"0,0,56"
9481,1321,1953,24,Sftpc,276,275,"0,0,56"
9482,1402,1603,25,Sftpc,58,57,"0,0,56"
9483,1390,1620,25,Sftpc,58,57,"0,0,56"
9484,1064,1621,25,Sftpc,225,224,"0,0,56"
9485,1130,1629,25,Ifngr1,94,93,"0,0,56"
9486,1408,1631,25,Sftpc,58,57,"0,0,56"
9487,1146,1652,25,Lama3,94,93,"0,0,56"
9488,1398,1654,25,Sftpc,58,57,"0,0,56"
9489,1419,1658,25,Sftpc,58,57,"0,0,56"
9490,1229,1702,25,Sftpc,110,109,"0,0,56"
9491,1500,1767,25,Sftpc,174,173,"0,0,56"
9492,1200,1795,25,Plxnd1,206,205,"0,0,56"
9493,1056,1605,26,Sftpc,225,224,"0,0,56"
9494,1392,1608,26,Sftpc,58,57,"0,0,56"
9495,1401,1609,26,Sftpc,58,57,"0,0,56"
9496,1417,1629,26,Sftpc,58,57,"0,0,56"
9497,1418,1648,26,Sftpc,58,57,"0,0,56"
9498,1530,1711,26,Sftpc,334,333,"0,0,56"
9499,1524,1714,26,Sftpc,322,321,"0,0,56"
9500,1235,1724,26,Sftpc,110,109,"0,0,56"
9501,1239,1725,27,Sftpc,110,109,"0,0,56"
9502,1250,1738,26,Sftpc,404,403,"0,0,56"
9503,1279,1746,26,Sftpc,336,335,"0,0,56"
9504,1518,1772,26,Sftpc,373,372,"0,0,56"
9505,1526,1778,26,Traf1,373,372,"0,0,56"
9506,1212,1808,26,Plxnd1,403,402,"0,0,56"
9507,1244,1912,26,Plxnd1,223,222,"0,0,56"
9508,1333,1921,26,Ifngr1,276,275,"0,0,56"
9509,1328,1922,26,Ifngr1,276,275,"0,0,56"
9510,1346,1938,26,Sftpc,276,275,"0,0,56"
9511,1335,1947,26,Sftpc,276,275,"0,0,56"
9512,1095,1610,27,Oasl2,212,211,"0,0,56"
9513,1071,1624,27,Sftpc,225,224,"0,0,56"
9514,1385,1627,27,Sftpc,58,57,"0,0,56"
9515,1147,1646,27,Lama3,94,93,"0,0,56"
9516,1417,1661,27,Sftpc,58,57,"0,0,56"
9517,1421,1662,27,Sftpc,58,57,"0,0,56"
9518,1245,1704,27,Sftpc,110,109,"0,0,56"
9519,1238,1710,27,Sftpc,110,109,"0,0,56"
9520,1282,1716,27,Sftpc,314,313,"0,0,56"
9521,1244,1730,27,Sftpc,404,403,"0,0,56"
9522,1498,1770,27,Sftpc,174,173,"0,0,56"
9523,1051,1607,28,Sftpc,225,224,"0,0,56"
9524,1060,1614,28,Foxj1,225,224,"0,0,56"
9525,1390,1616,28,Sftpc,58,57,"0,0,56"
9526,1421,1657,28,Sftpc,58,57,"0,0,56"
9527,1415,1670,28,Sftpc,58,57,"0,0,56"
9528,1256,1708,28,Sftpc,110,109,"0,0,56"
9529,1252,1714,28,Sftpc,110,109,"0,0,56"
9530,1505,1771,28,Sftpc,174,173,"0,0,56"
9531,1276,1778,28,Plxnd1,336,335,"0,0,56"
9532,1207,1790,28,Plxnd1,403,402,"0,0,56"
9533,1271,1818,28,Ifngr1,375,374,"0,0,56"
9534,1223,1823,28,Plxnd1,76,75,"0,0,56"
9535,1029,1663,29,Casp8,42,41,"0,0,56"
9536,1240,1705,29,Sftpc,110,109,"0,0,56"
9537,1253,1711,29,Sftpc,110,109,"0,0,56"
9538,1260,1779,29,Tradd,336,335,"0,0,56"
